829.48,794.61,945.46,907.68,370.89,330.2,443.66,803.57,1350.7,383.23,1202.1,574.96,494.78,350.88,592.28,462.58,0.14001,-0.064647,-0.087686,0.13881,0.034099,-0.063332,-0.04751,0.03297,-0.1302,-0.1374,-0.14808,-0.16941,-0.25451,-0.24456,-0.20827,0.16563,-0.09433,0.044383,0.045472,-0.038228,-0.088981,-0.024857,-0.037072,-0.07807,-0.20755,-0.20843,-0.28546,-0.29163,-0.29542,0.20279,-0.1024,-0.1163,-0.078853,-0.069814,-0.21705,-0.12301,0.030254,-0.030837,-0.275,-0.29248,-0.2315,-0.2135,-0.18483,-0.27462,-0.30273,-0.33282,-0.19049,-0.089937,0.23321,0.37473,-0.20266,-0.17347,-0.12858,-0.1929,0.72214,0.2566,0.16485,-0.17605,-0.18036,-0.25281,-0.23429,-0.11579,-0.18941,-0.20828,-0.15438,0.52162,0.33347,-0.186,-0.23121,-0.34526,-0.33645,-0.10802,-0.13951,-0.1578,-0.12184,0.69113,-0.25851,-0.24444,-0.32881,-0.36524,-0.19659,-0.094342,0.0039442,-0.0030338,-0.22607,-0.28919,-0.33421,-0.35442,-0.15998,-0.097166,-0.017678,0.18135,0.1627,-0.12177,-0.1583,0.35994,-0.06941,-0.16118,-0.18174,0.16034,-0.0039632,0.054048,0.13906,-0.033122,-0.086217,0.29827,-0.18435,-0.15206,-0.137,-0.20905,-0.079268,-0.0059874,0.015488,0.05918,0.33762,0.084271,0.0725,0.46542,0.38159,0.44534
426.48,530.98,510.76,398.8,282.28,197.91,264,210.02,559.95,233.61,594.99,329.26,360.08,287.6,587.01,278.85,0.18616,0.03504,-0.019492,0.23006,0.10226,-0.052711,-0.026746,0.0013571,-0.056554,-0.14936,-0.17979,-0.16199,-0.32124,-0.33037,-0.29956,0.19878,-0.0017336,0.051223,0.0201,-0.078087,-0.075851,-0.069611,-0.084759,-0.12216,-0.15534,-0.21143,-0.3113,-0.29024,-0.29609,0.13501,-0.036564,-0.045552,-0.011715,0.024773,-0.14914,-0.12902,-0.054027,-0.10978,-0.24967,-0.3151,-0.26343,-0.24886,-0.11017,-0.12076,-0.080228,0.10443,-0.16086,-0.1683,-0.010387,0.13065,-0.21853,-0.23011,-0.18208,-0.13909,0.70736,0.16911,0.041801,-0.10041,-0.14632,-0.20761,-0.22946,-0.14795,-0.2641,-0.28427,-0.29314,0.43358,0.20473,-0.18147,-0.20565,-0.24278,-0.26756,-0.19253,-0.22929,-0.20738,-0.25424,0.52375,-0.24185,-0.20915,-0.19939,-0.25915,-0.23362,-0.14358,0.0019325,-0.15862,-0.24503,-0.20165,-0.24496,-0.16262,-0.24745,-0.18299,-0.087681,0.056609,0.19863,-0.09711,-0.11794,0.30259,-0.075307,-0.17205,-0.15744,0.14638,-0.037903,0.018269,0.069824,-0.12415,-0.027121,0.15224,-0.12688,-0.064334,-0.060974,-0.065843,-0.049524,0.033964,0.0029248,0.19494,0.30405,0.077302,0.081778,0.43991,0.38897,0.3784
425.7,523.51,489.31,419.44,394.64,297.81,299.01,230.59,569.04,227.19,617.04,366.8,302.84,279.39,610.26,357.85,0.21142,0.067701,0.067868,0.20038,0.10912,0.01531,0.069989,-0.011475,-0.13249,-0.19145,-0.24237,-0.15416,-0.34289,-0.35074,-0.34537,0.22971,0.068925,0.098747,0.06586,-0.020855,0.0021059,-0.092979,-0.13123,-0.13737,-0.20366,-0.233,-0.35473,-0.33128,-0.34926,0.21455,-0.014409,-0.019372,0.023339,0.090991,-0.14213,-0.16181,-0.075452,-0.15139,-0.27922,-0.35813,-0.29353,-0.29116,-0.062708,-0.086817,-0.038045,0.13866,-0.12665,-0.20452,-0.016205,0.060886,-0.22847,-0.32181,-0.2821,-0.26831,0.78674,0.26845,0.11104,-0.19359,-0.2354,-0.28968,-0.33132,-0.15987,-0.2958,-0.32636,-0.36364,0.49956,0.23476,-0.23572,-0.26527,-0.32316,-0.3826,-0.18271,-0.27498,-0.28324,-0.35532,0.5436,-0.24087,-0.25374,-0.28077,-0.36324,-0.25359,-0.22831,-0.091988,-0.26434,-0.2147,-0.22367,-0.32385,-0.27064,-0.26839,-0.28214,-0.18811,-0.072483,0.1976,-0.074595,-0.090114,0.33101,-0.020838,-0.12591,-0.11152,0.17444,0.034872,0.053757,0.17469,-0.0038668,0.09993,0.26984,-0.085331,0.0043508,0.006877,0.027656,-0.0071833,0.14286,0.11568,0.31394,0.33382,0.10391,0.12247,0.49201,0.47838,0.47164
385.56,508.18,480.71,408.93,208.42,162.27,236.32,222.62,579.68,186.77,549.45,334.25,274.14,205.41,459.28,245.37,0.13114,-0.031512,-0.043587,0.25005,0.11114,-0.10285,-0.10984,-0.016948,-0.086991,-0.14104,-0.17206,-0.11356,-0.23911,-0.25626,-0.24425,0.18354,-0.03064,0.044136,0.017033,-0.10109,-0.1196,-0.10489,-0.12122,-0.12722,-0.14027,-0.19059,-0.25542,-0.24686,-0.26054,0.12365,-0.092077,-0.087985,-0.05907,-0.025424,-0.17375,-0.15014,-0.048476,-0.099975,-0.23178,-0.26252,-0.19548,-0.20144,-0.11224,-0.14371,-0.15716,-0.062137,-0.15762,-0.17626,0.095344,0.17755,-0.19286,-0.23087,-0.19199,-0.19895,0.69885,0.10149,0.0096054,-0.11617,-0.13182,-0.20154,-0.19837,-0.11545,-0.21249,-0.24442,-0.21678,0.39702,0.1712,-0.17946,-0.1694,-0.24651,-0.25803,-0.16273,-0.16442,-0.1875,-0.1877,0.51191,-0.23794,-0.17235,-0.20062,-0.26543,-0.21861,-0.030077,0.076041,-0.043606,-0.24674,-0.19419,-0.24727,-0.16801,-0.20117,-0.079061,-0.0077278,0.23782,0.17292,-0.11598,-0.12444,0.37038,-0.055234,-0.14998,-0.16527,0.11892,-0.046932,0.055361,0.12869,-0.074299,-0.0075135,0.19644,-0.14427,-0.11944,-0.099184,-0.12965,-0.065053,-0.042847,-0.061417,0.11051,0.23685,0.011518,0.022022,0.36894,0.3031,0.30755
403.61,521.63,480.04,404.25,236.05,176.36,257.81,212.99,614.2,199.72,570.49,316.28,287.7,219.78,494.81,244.84,0.14104,-0.01865,-0.039539,0.24073,0.10766,-0.073686,-0.054258,-0.040607,-0.088824,-0.15977,-0.17506,-0.13442,-0.25233,-0.27089,-0.24673,0.17652,-0.035806,0.053214,0.030152,-0.080523,-0.088963,-0.09424,-0.10203,-0.13023,-0.16842,-0.20004,-0.27587,-0.26204,-0.26462,0.14403,-0.076634,-0.065388,-0.021491,0.0022213,-0.16438,-0.15901,-0.055372,-0.10864,-0.2355,-0.27931,-0.21657,-0.22281,-0.1022,-0.11005,-0.086211,0.061689,-0.16538,-0.17584,0.012178,0.12701,-0.20978,-0.23088,-0.1894,-0.17651,0.69221,0.14125,0.046526,-0.1393,-0.14377,-0.22157,-0.22209,-0.14245,-0.21714,-0.25399,-0.23619,0.43044,0.21895,-0.20039,-0.1865,-0.2623,-0.26875,-0.20141,-0.20971,-0.20085,-0.22363,0.53154,-0.24693,-0.2082,-0.21191,-0.27205,-0.24713,-0.12459,0.044463,-0.1358,-0.25385,-0.21993,-0.27057,-0.17966,-0.22912,-0.14716,-0.055497,0.098456,0.185,-0.094933,-0.12758,0.35353,-0.051186,-0.15345,-0.15025,0.13287,-0.030192,0.06188,0.13155,-0.091505,-0.0029123,0.20436,-0.12453,-0.072951,-0.055692,-0.076689,-0.046471,0.026203,-0.012717,0.18395,0.28292,0.037718,0.064884,0.36015,0.35339,0.32625
459.92,554.29,485.25,382.46,291.85,218.61,262.86,216.9,616.92,214.77,566.21,318.89,295.1,271.19,592.36,291.59,0.19427,0.064132,-0.0036998,0.25315,0.11424,-0.032627,0.0069258,-0.029575,-0.048894,-0.16468,-0.23421,-0.19115,-0.3486,-0.35436,-0.32739,0.21567,0.012698,0.083899,0.033118,-0.059712,-0.02878,-0.090365,-0.070452,-0.13319,-0.21137,-0.23903,-0.3421,-0.31789,-0.31622,0.17966,-0.013569,-0.037059,0.0061619,0.067482,-0.14734,-0.12122,-0.061186,-0.16003,-0.27975,-0.3564,-0.28699,-0.28103,-0.09347,-0.11081,-0.097136,0.062025,-0.16004,-0.14088,0.0075519,0.09824,-0.21641,-0.24834,-0.20571,-0.16105,0.71381,0.1895,0.058802,-0.13591,-0.15651,-0.22638,-0.26756,-0.18342,-0.28449,-0.31331,-0.31938,0.44165,0.196,-0.2005,-0.20848,-0.25475,-0.29031,-0.21739,-0.23823,-0.22692,-0.27656,0.5206,-0.23155,-0.20917,-0.22134,-0.28636,-0.26232,-0.15666,-0.011831,-0.18386,-0.21133,-0.17632,-0.26749,-0.21229,-0.25151,-0.22202,-0.13241,0.0048121,0.21561,-0.11172,-0.13051,0.34211,-0.063798,-0.16171,-0.15483,0.11686,-0.028728,0.030003,0.05407,-0.13389,-0.037275,0.21417,-0.10051,-0.026325,-0.029671,-0.038247,0.011941,0.13548,0.085466,0.26486,0.33556,0.11298,0.12979,0.47931,0.44445,0.42639
449.52,735.17,534.25,437.97,362.82,264.3,185.09,216.46,246.66,191.54,268.76,200.03,174.46,209.91,531.84,266.31,0.25412,-0.004995,-0.077986,0.13125,-0.034915,-0.056559,-0.035252,-0.025449,-0.17132,-0.24932,-0.28798,-0.13663,-0.30107,-0.25534,-0.23694,0.18332,-0.084935,0.072874,0.012053,-0.081325,-0.10167,-0.093835,-0.11979,-0.25447,-0.35946,-0.29087,-0.36103,-0.30456,-0.32806,0.26681,-0.10678,-0.13318,-0.10449,-0.041561,-0.19214,-0.21825,-0.05198,-0.17095,-0.24425,-0.35154,-0.25516,-0.22879,-0.11862,-0.13346,-0.082529,0.01406,-0.17751,-0.25976,-0.010644,0.053926,-0.14139,-0.26313,-0.18681,-0.11442,0.54424,0.209,0.086557,-0.16633,-0.27644,-0.33356,-0.32059,-0.14323,-0.26517,-0.23552,-0.25179,0.61257,0.31839,-0.21054,-0.29722,-0.37406,-0.36045,-0.18814,-0.20623,-0.20854,-0.27162,0.72623,-0.26989,-0.32804,-0.35262,-0.34178,-0.20984,-0.16495,-0.12345,-0.20068,-0.24694,-0.34103,-0.33925,-0.24926,-0.18033,-0.22164,-0.15181,-0.023937,0.45841,-0.0583,-0.0694,0.53681,0.13306,-0.11645,-0.080804,0.40933,0.17558,0.13435,0.36121,-0.018163,0.0023922,0.60811,-0.06487,0.13858,0.13765,0.11485,0.074014,0.16295,0.11499,0.46718,0.32167,0.038032,0.10412,0.40826,0.23993,0.2444
1374.9,2025.5,1368.5,1523.5,850.57,657.66,623.18,1154.3,540.31,482.79,864.58,557.3,408.2,374.25,644.29,723.74,0.17948,-0.07689,-0.12549,0.12279,0.0037268,-0.03855,-0.039975,0.026887,-0.21222,-0.24564,-0.29227,-0.13525,-0.26948,-0.25587,-0.22566,0.27621,-0.025077,-0.030519,-0.12597,-0.24611,-0.24008,-0.12641,-0.0029646,0.0084413,-0.26068,-0.37012,-0.37768,-0.3393,-0.37751,0.32077,-0.1637,-0.23652,-0.25161,-0.18455,-0.26296,-0.16769,0.12855,-0.09698,-0.31003,-0.37726,-0.27178,-0.25709,-0.16615,-0.2831,-0.36131,-0.38423,-0.15673,-0.15788,0.19052,0.24686,-0.099898,-0.21718,-0.14432,-0.19764,0.59044,0.25315,0.11693,-0.10831,-0.25577,-0.37166,-0.3683,-0.058749,-0.20982,-0.2448,-0.22009,0.68159,0.42134,-0.12241,-0.27736,-0.46845,-0.45583,-0.10455,-0.12484,-0.21304,-0.20105,0.84425,-0.20903,-0.36103,-0.5,-0.4208,-0.099976,-0.052923,-0.058067,-0.019359,-0.23392,-0.38742,-0.43933,-0.3246,-0.10755,-0.093894,-0.009481,0.13984,0.39845,-0.12921,-0.10476,0.61182,0.26094,-0.038201,-0.081901,0.45965,0.19162,0.080247,0.37786,0.030426,-0.075888,0.61755,-0.19823,-0.028194,0.057727,-0.048229,0.016969,0.092172,0.17953,0.38176,0.45166,0.17082,0.1413,0.45612,0.27844,0.42724
1253.1,1747.6,1211.9,1449.6,844.5,666.95,599.82,1067.5,528.19,455.01,857.31,579.78,393.85,386.56,694.64,684.32,0.21784,-0.042665,-0.12122,0.15163,0.01427,-0.041516,-0.037799,0.030718,-0.22288,-0.26149,-0.31983,-0.12665,-0.28478,-0.26082,-0.24597,0.25855,-0.044851,-0.013764,-0.075982,-0.18444,-0.19944,-0.12308,-0.066339,-0.04356,-0.28304,-0.33463,-0.35925,-0.29682,-0.3643,0.34341,-0.15515,-0.19542,-0.19837,-0.15264,-0.24829,-0.19889,0.096076,-0.10544,-0.30598,-0.37933,-0.27834,-0.27535,-0.1922,-0.29078,-0.36602,-0.37963,-0.1526,-0.15929,0.1867,0.25806,-0.10726,-0.21664,-0.13241,-0.16187,0.61032,0.28532,0.14813,-0.1051,-0.27222,-0.40809,-0.40319,-0.047227,-0.23123,-0.2666,-0.23936,0.68964,0.43032,-0.12996,-0.30022,-0.49111,-0.48292,-0.11052,-0.16597,-0.25701,-0.24151,0.83604,-0.21397,-0.35702,-0.49689,-0.44284,-0.12883,-0.10528,-0.12772,-0.077774,-0.21376,-0.38278,-0.4445,-0.34347,-0.1157,-0.13573,-0.07943,0.093824,0.37788,-0.13184,-0.11685,0.61074,0.2218,-0.060774,-0.080595,0.45973,0.21271,0.096787,0.42625,0.091133,-0.034277,0.64044,-0.19034,0.036858,0.12326,0.0042602,9.7183e-05,0.12055,0.19706,0.42148,0.39836,0.11037,0.12645,0.45181,0.26438,0.38903
829.96,1206.4,836.07,869.55,598.83,468.53,366.38,611.39,385.34,302.79,486.01,350.52,283.08,289.38,537.6,461.59,0.20717,-0.051299,-0.12824,0.13649,-0.0034064,-0.031711,-0.032996,0.039593,-0.19423,-0.28205,-0.3277,-0.12264,-0.27542,-0.24564,-0.23653,0.20541,-0.075612,-0.010399,-0.082519,-0.1782,-0.18818,-0.084847,-0.052473,-0.088881,-0.28248,-0.28656,-0.32744,-0.28694,-0.34424,0.31086,-0.14321,-0.18151,-0.17535,-0.11593,-0.24314,-0.20298,0.05918,-0.088545,-0.27613,-0.34328,-0.24495,-0.2425,-0.1511,-0.21601,-0.26517,-0.25502,-0.17201,-0.1957,0.11325,0.20556,-0.10747,-0.20846,-0.1488,-0.14312,0.58157,0.22766,0.083239,-0.13068,-0.25141,-0.34688,-0.363,-0.082201,-0.23199,-0.26149,-0.25977,0.64084,0.35235,-0.15398,-0.28565,-0.42734,-0.42906,-0.14295,-0.18328,-0.24833,-0.25676,0.79761,-0.2388,-0.34562,-0.43923,-0.4028,-0.17457,-0.12693,-0.11865,-0.11362,-0.24687,-0.3743,-0.38717,-0.29729,-0.16285,-0.15847,-0.06759,0.060151,0.42239,-0.10876,-0.12267,0.56879,0.19125,-0.080827,-0.10062,0.43218,0.1677,0.10646,0.39038,0.042184,-0.029329,0.61275,-0.14026,0.059049,0.13132,0.05876,0.020611,0.11943,0.17602,0.45709,0.35821,0.078408,0.09753,0.39965,0.23336,0.35518
