-0.21231,0.080791,-0.015006,-0.23306,-0.072558,0.073213,0.32347,-0.15993,0.49546,0.29009,0.0057973,-0.45142,-0.077096,0.30427,-0.38126,0.41176,319.43,389.56,329.05,294.87,278.39,191.18,120.84,127.96,186.58,122.81,198.19,147.78,158.4,157.93,491.1,206.18,0.23989,-0.024763,-0.10975,0.202,-0.0066518,-0.074944,-0.090206,0.026215,-0.19654,-0.29078,-0.3056,-0.021438,-0.23984,-0.23304,-0.23869,0.15038,-0.068319,0.056443,-0.031791,-0.11433,-0.1276,-0.029889,-0.13106,-0.23741,-0.29274,-0.12174,-0.26886,-0.25584,-0.27081,0.25671,-0.10704,-0.10154,-0.050945,0.0067543,-0.17167,-0.19533,-0.091946,-0.1397,-0.20962,-0.30162,-0.21374,-0.18403,-0.13537,-0.083791,0.02422,0.20587,-0.21059,-0.23939,-0.10357,0.0096904,-0.20832,-0.25793,-0.1765,-0.06333,0.51386,0.12286,-0.01505,-0.10939,-0.26703,-0.34463,-0.32462,-0.046143,-0.22558,-0.2285,-0.25127,0.52976,0.21606,-0.16415,-0.27079,-0.3318,-0.31601,-0.13126,-0.20427,-0.23262,-0.24405,0.63721,-0.24778,-0.27952,-0.24813,-0.24212,-0.20871,-0.15178,-0.16605,-0.16247,-0.25604,-0.31343,-0.24776,-0.10375,-0.21443,-0.21773,-0.17462,0.036401,0.31753,-0.12057,-0.1415,0.56144,0.07335,-0.14372,-0.14021,0.48278,0.15393,0.11306,0.36732,-0.049898,-0.03545,0.54355,-0.16424,0.14151,0.16739,0.11248,-0.095168,0.068624,0.056025,0.48001,0.18446,-0.086897,-0.066512,0.26602,0.10998,0.14171
-0.22873,-0.0058349,-0.032724,-0.22045,-0.082497,0.089554,0.3198,-0.072029,0.49763,0.32105,-0.014839,-0.39619,-0.11392,0.2687,-0.35174,0.42058,320.14,415.56,330.98,289.67,286.31,200.04,124.64,131.39,220.16,123.53,190.17,143.99,159.98,154.83,473.4,198.05,0.24837,-0.026108,-0.10047,0.16917,-0.025874,-0.077382,-0.066752,0.013339,-0.17744,-0.28777,-0.29294,-0.053171,-0.24195,-0.24175,-0.23162,0.14932,-0.064199,0.041206,-0.041348,-0.11973,-0.12439,-0.030506,-0.11695,-0.23702,-0.298,-0.14721,-0.28238,-0.26822,-0.27233,0.26141,-0.1034,-0.093603,-0.038356,0.023076,-0.17273,-0.20748,-0.094225,-0.14091,-0.20679,-0.30532,-0.22928,-0.18745,-0.12401,-0.076229,0.025341,0.20869,-0.19603,-0.24214,-0.10972,0.0057798,-0.19165,-0.26854,-0.19629,-0.067445,0.50545,0.12014,0.0043591,-0.14325,-0.2701,-0.33182,-0.31084,-0.073359,-0.22062,-0.2215,-0.2357,0.5316,0.23279,-0.1957,-0.29188,-0.33237,-0.3124,-0.14794,-0.20582,-0.21583,-0.24051,0.65262,-0.27418,-0.31121,-0.25458,-0.26225,-0.22024,-0.151,-0.12087,-0.18747,-0.26936,-0.34104,-0.26672,-0.12884,-0.21037,-0.22247,-0.17645,-0.00090211,0.33947,-0.1038,-0.1288,0.54287,0.066437,-0.14878,-0.1341,0.46332,0.16059,0.12086,0.3623,-0.039092,-0.010558,0.55117,-0.14496,0.14076,0.19429,0.12903,-0.067321,0.081994,0.067328,0.49085,0.18388,-0.078944,-0.043405,0.30325,0.12858,0.14908
-0.20909,0.13027,-0.084612,-0.21313,-0.12639,0.08882,0.3307,-0.11602,-0.4961,0.32792,-0.039514,-0.48049,-0.13588,0.2867,-0.35639,0.45235,310.4,402.12,328.1,294.94,278.16,184.24,118.03,128.71,196.65,117.76,183.97,148.27,149.93,154.55,465.07,202.69,0.25731,-0.018444,-0.092675,0.18964,-0.0050395,-0.070383,-0.066509,0.011735,-0.18169,-0.28665,-0.30534,-0.0517,-0.25037,-0.2542,-0.25335,0.15172,-0.056523,0.045219,-0.030919,-0.11816,-0.12752,-0.020515,-0.13877,-0.25705,-0.30515,-0.13035,-0.2836,-0.26572,-0.27919,0.26213,-0.097556,-0.10324,-0.043526,0.0143,-0.16368,-0.20103,-0.10952,-0.15083,-0.19966,-0.30947,-0.23198,-0.19582,-0.12222,-0.088531,0.016217,0.18938,-0.20445,-0.23545,-0.11011,-0.0013828,-0.2015,-0.27151,-0.19321,-0.081029,0.50944,0.11739,-0.0042489,-0.12506,-0.27116,-0.3334,-0.31235,-0.063987,-0.22574,-0.23105,-0.2468,0.52912,0.22534,-0.17717,-0.27816,-0.33125,-0.31504,-0.14315,-0.1956,-0.22057,-0.24688,0.64877,-0.25874,-0.28672,-0.24866,-0.25834,-0.21571,-0.14687,-0.13635,-0.18253,-0.25903,-0.31625,-0.25176,-0.12371,-0.20728,-0.2219,-0.18331,0.0091362,0.33543,-0.10534,-0.13582,0.5421,0.065049,-0.14332,-0.14262,0.46941,0.15381,0.11633,0.35842,-0.038084,-0.016374,0.54426,-0.14381,0.14184,0.18858,0.14152,-0.072349,0.078028,0.075884,0.4956,0.18242,-0.072952,-0.045278,0.30771,0.13758,0.15542
-0.17991,0.13991,-0.05472,-0.24379,-0.12902,0.033458,0.36311,-0.13218,-0.47866,0.27484,-0.10667,-0.46583,-0.069964,0.24169,-0.35108,0.47554,328.25,454.7,358.03,322.51,299.49,206.04,134.91,150.66,214.45,139.13,216.08,162.41,160.13,169.58,508.66,224.76,0.26487,0.0017765,-0.089129,0.19298,-0.029683,-0.075459,-0.064571,0.0067292,-0.19551,-0.27909,-0.29881,-0.04562,-0.25946,-0.24802,-0.2402,0.17508,-0.058872,0.053601,-0.021198,-0.10674,-0.12143,-0.037123,-0.15287,-0.24971,-0.30871,-0.14266,-0.29756,-0.2669,-0.29855,0.26379,-0.091062,-0.089901,-0.038596,0.020906,-0.17187,-0.22454,-0.12081,-0.17159,-0.20938,-0.31951,-0.22859,-0.21083,-0.11854,-0.083371,0.025532,0.19909,-0.20402,-0.26097,-0.13111,-0.01062,-0.19261,-0.26642,-0.18146,-0.086162,0.49645,0.11317,0.0076122,-0.12415,-0.26622,-0.33433,-0.31655,-0.058681,-0.22867,-0.23534,-0.23919,0.54538,0.24666,-0.17674,-0.27689,-0.33502,-0.3217,-0.14228,-0.19908,-0.22836,-0.24584,0.67166,-0.25897,-0.29309,-0.26762,-0.2708,-0.21399,-0.1627,-0.15533,-0.1843,-0.26094,-0.34258,-0.28628,-0.14361,-0.20401,-0.2377,-0.18922,-0.0024811,0.3398,-0.098583,-0.12644,0.55233,0.081321,-0.13826,-0.13756,0.49445,0.17055,0.11274,0.38365,-0.02705,-0.010752,0.54043,-0.14416,0.16091,0.18531,0.13292,-0.063161,0.096157,0.075901,0.5048,0.1911,-0.075548,-0.039734,0.29654,0.13951,0.16385
-0.18544,0.23721,-0.065697,-0.17908,-0.09966,0.061285,0.32249,-0.20502,-0.46278,0.22205,-0.1067,-0.45116,-0.12399,0.2557,-0.36402,0.47171,309.01,406.08,327.23,289.33,271.48,187.1,123.08,128.33,203.23,117.88,186.65,147.32,146.21,153.82,459.06,210.67,0.28341,0.0062716,-0.083605,0.20774,-0.028604,-0.10101,-0.079799,-0.0056473,-0.18567,-0.283,-0.30747,-0.044119,-0.26696,-0.25666,-0.25885,0.17658,-0.03926,0.078492,-0.024764,-0.11776,-0.1281,-0.047154,-0.16859,-0.26388,-0.32643,-0.12212,-0.30544,-0.28002,-0.30153,0.25868,-0.078989,-0.095997,-0.051671,0.0045468,-0.16739,-0.21685,-0.12766,-0.16864,-0.20155,-0.31206,-0.23516,-0.20948,-0.10403,-0.079192,0.011685,0.19793,-0.19093,-0.24404,-0.13787,-0.0047541,-0.19972,-0.27384,-0.20216,-0.096184,0.47998,0.10305,0.0049637,-0.14363,-0.28489,-0.33571,-0.31987,-0.063379,-0.24365,-0.2453,-0.2418,0.54182,0.23297,-0.19184,-0.27036,-0.32325,-0.3126,-0.14226,-0.19004,-0.2159,-0.24487,0.63964,-0.24783,-0.26604,-0.23724,-0.25607,-0.21946,-0.13602,-0.12967,-0.18614,-0.25199,-0.30488,-0.25351,-0.13206,-0.20711,-0.21948,-0.18208,-0.00092557,0.32947,-0.089521,-0.12159,0.53926,0.074481,-0.12299,-0.13896,0.48776,0.16804,0.11092,0.3642,-0.027932,-0.0018,0.54505,-0.14388,0.15419,0.18318,0.15132,-0.068753,0.095292,0.082238,0.50616,0.17257,-0.074495,-0.04516,0.31846,0.14967,0.16785
-0.23455,0.12239,-0.09536,-0.19762,-0.10912,0.049836,0.3293,-0.13105,-0.49536,0.21055,-0.15386,0.4976,-0.066081,0.34661,-0.34851,0.47893,459.21,724.01,485.27,397.44,375.74,272.63,173.06,205.58,258.43,193.79,243.46,186.97,203.84,191.53,463.1,250.93,0.24032,-0.039575,-0.091975,0.15773,-0.060135,-0.090775,-0.071501,-0.027102,-0.20457,-0.26332,-0.27381,-0.092524,-0.26842,-0.23809,-0.22637,0.15092,-0.097831,0.078926,-0.033619,-0.13425,-0.17128,-0.067941,-0.093671,-0.24045,-0.34132,-0.22607,-0.32177,-0.28653,-0.3428,0.24117,-0.095392,-0.097007,-0.051308,-0.010509,-0.20223,-0.20972,-0.08783,-0.17058,-0.22599,-0.31259,-0.22195,-0.22144,-0.12562,-0.099374,-0.0054973,0.13612,-0.20069,-0.27207,-0.0865,0.021627,-0.16169,-0.24738,-0.15405,-0.074976,0.50338,0.1375,0.019636,-0.15922,-0.27092,-0.3503,-0.32741,-0.10024,-0.25169,-0.25338,-0.24928,0.57824,0.27256,-0.19547,-0.27698,-0.3562,-0.34062,-0.16197,-0.20175,-0.23607,-0.25624,0.7152,-0.2741,-0.32518,-0.30838,-0.27827,-0.21522,-0.16935,-0.15202,-0.16198,-0.2757,-0.37112,-0.29342,-0.14613,-0.18868,-0.21972,-0.14538,0.0098607,0.36441,-0.064287,-0.096374,0.56026,0.13646,-0.10107,-0.11492,0.48076,0.13434,0.10651,0.40855,0.017728,-0.025756,0.55038,-0.10135,0.17324,0.2115,0.15876,0.0057089,0.13753,0.15072,0.53189,0.23853,-0.021234,0.021943,0.33014,0.18972,0.24838
-0.16942,-0.46904,-0.48945,-0.37933,-0.18403,-0.067424,-0.47601,0.11761,-0.27067,-0.12399,-0.11367,-0.079503,0.001589,-0.017421,-0.21483,-0.39347,291.51,425.58,376.6,320.33,242.54,166.72,120.13,137.57,167.99,120.7,185.06,148.05,135.64,145.67,398.02,211.94,0.23371,-0.0065831,-0.10695,0.23686,0.013433,-0.069658,-0.089558,0.035583,-0.18248,-0.28571,-0.31393,-0.0213,-0.24599,-0.26228,-0.27704,0.1677,-0.054594,0.059991,-0.029673,-0.12169,-0.1428,-0.042368,-0.15415,-0.25513,-0.3093,-0.13627,-0.29329,-0.26704,-0.29995,0.24683,-0.1015,-0.12469,-0.10847,-0.059483,-0.1745,-0.22903,-0.091592,-0.18476,-0.21417,-0.30618,-0.21865,-0.21795,-0.12862,-0.09216,-0.01202,0.15325,-0.20324,-0.26677,-0.069966,-0.011741,-0.21357,-0.27307,-0.18534,-0.13143,0.50978,0.12375,-0.02069,-0.069703,-0.25041,-0.34918,-0.32452,-0.0080705,-0.21407,-0.25125,-0.2862,0.55283,0.24484,-0.18021,-0.27714,-0.33361,-0.309,-0.13119,-0.18813,-0.21561,-0.2427,0.67314,-0.26393,-0.27598,-0.26941,-0.25913,-0.22005,-0.12991,-0.12067,-0.14233,-0.26786,-0.30559,-0.24972,-0.12818,-0.22979,-0.20267,-0.14161,0.051712,0.34512,-0.10052,-0.13265,0.57421,0.092476,-0.13859,-0.14425,0.46924,0.17039,0.13491,0.3537,-0.019769,0.013299,0.54229,-0.13997,0.11339,0.15109,0.14713,-0.071042,0.089023,0.10018,0.4901,0.20931,-0.068234,-0.061158,0.30996,0.15664,0.21348
-0.24633,-0.44856,0.48201,-0.39314,-0.22966,-0.057539,-0.35572,0.029191,-0.264,-0.14814,-0.2212,-0.071999,-0.016612,-0.0028528,-0.1672,-0.30398,310.72,482.32,389.48,313.12,260.23,196.14,122.45,136.88,190.38,127.94,185.21,144.46,141.97,147.1,374.53,197.38,0.2209,-0.015282,-0.10804,0.20887,0.0012922,-0.063136,-0.082758,0.0035669,-0.20228,-0.28262,-0.30884,-0.036333,-0.24828,-0.25146,-0.26539,0.13967,-0.079096,0.06866,0.0036228,-0.10466,-0.14895,-0.062745,-0.15304,-0.26692,-0.32631,-0.16287,-0.29524,-0.27183,-0.31287,0.22962,-0.1081,-0.1241,-0.099338,-0.04488,-0.19304,-0.23019,-0.083822,-0.16002,-0.21768,-0.30175,-0.20985,-0.19564,-0.11921,-0.095471,0.0024136,0.16273,-0.21625,-0.2591,-0.063274,0.014924,-0.21089,-0.26492,-0.17014,-0.10648,0.51506,0.14353,-0.011954,-0.12169,-0.27552,-0.34539,-0.32756,-0.054646,-0.23239,-0.24834,-0.28158,0.55436,0.23202,-0.20111,-0.2958,-0.34643,-0.3273,-0.1559,-0.20926,-0.22884,-0.25224,0.68108,-0.2819,-0.30099,-0.28854,-0.26118,-0.23666,-0.15539,-0.14259,-0.13806,-0.28357,-0.32135,-0.25177,-0.11777,-0.23569,-0.20295,-0.14128,0.066487,0.38162,-0.069567,-0.10789,0.5667,0.11748,-0.10898,-0.1276,0.46083,0.16939,0.15934,0.37636,0.0057792,0.014926,0.5498,-0.10226,0.13275,0.16757,0.15663,-0.046286,0.1042,0.11471,0.49268,0.21926,-0.048671,-0.043323,0.32427,0.16749,0.22179
-0.21649,-0.33866,-0.48392,-0.435,-0.23258,-0.066477,-0.37491,0.044944,-0.24959,-0.16469,-0.20681,-0.12287,-0.027081,-0.045419,-0.16886,-0.34844,339.46,458.76,404.42,326.57,260.32,175.27,126.46,141.81,180.7,124.85,189.17,162.44,137.77,176,483.41,235.26,0.30383,0.063578,-0.088906,0.28334,-0.00097589,-0.07948,-0.083375,0.077982,-0.14267,-0.28504,-0.37528,-0.0032547,-0.3513,-0.356,-0.34832,0.20167,-0.040851,0.099797,-0.025597,-0.12067,-0.12756,-0.012541,-0.14034,-0.26334,-0.3608,-0.1171,-0.35288,-0.33206,-0.34308,0.2556,-0.076174,-0.13381,-0.10164,-0.0276,-0.15637,-0.22816,-0.096127,-0.21793,-0.2081,-0.3587,-0.26897,-0.2458,-0.13116,-0.10956,-0.011359,0.19071,-0.22497,-0.2823,-0.068252,-0.017001,-0.22641,-0.27367,-0.18456,-0.09236,0.49306,0.11152,-0.032303,-0.04605,-0.20898,-0.34491,-0.34787,-0.0070966,-0.25924,-0.28233,-0.32907,0.5578,0.22618,-0.16449,-0.25445,-0.34596,-0.29493,-0.12928,-0.15872,-0.18118,-0.24383,0.65179,-0.26211,-0.26388,-0.26239,-0.24043,-0.23136,-0.11308,-0.10557,-0.14339,-0.28251,-0.31291,-0.2325,-0.11921,-0.24454,-0.21455,-0.15553,0.059041,0.3649,-0.099879,-0.15438,0.5778,0.053936,-0.17105,-0.17488,0.45116,0.14954,0.15696,0.31213,-0.047051,-0.028973,0.53349,-0.13039,0.1224,0.15276,0.1537,-0.075767,0.17562,0.17677,0.5285,0.17875,-0.075713,-0.066334,0.41764,0.23737,0.27867
-0.18815,-0.39695,0.47572,-0.37292,-0.23817,-0.077847,-0.37179,0.053452,-0.24745,-0.17931,-0.17086,-0.14118,-0.041874,-0.047826,-0.19323,-0.33792,298.61,423.35,388.7,325.34,236.94,169.75,123.66,139.52,168.95,119.61,191.23,150.58,134.47,147.28,392.74,200.12,0.24791,0.0050696,-0.11874,0.2434,0.0051509,-0.078992,-0.10004,0.036757,-0.18781,-0.29732,-0.32115,-0.0011025,-0.25548,-0.26569,-0.27719,0.17028,-0.057792,0.065542,-0.016486,-0.10495,-0.14387,-0.043204,-0.17167,-0.272,-0.32113,-0.12953,-0.29469,-0.27165,-0.30814,0.21814,-0.10194,-0.12484,-0.1067,-0.072041,-0.16958,-0.21318,-0.086573,-0.18824,-0.2111,-0.30248,-0.22523,-0.23264,-0.12577,-0.089573,-0.007034,0.16484,-0.21839,-0.26474,-0.071106,0.01295,-0.22512,-0.27882,-0.18833,-0.10071,0.49502,0.11271,-0.023546,-0.069908,-0.25452,-0.35083,-0.33294,-0.0065218,-0.2209,-0.23643,-0.2788,0.55538,0.23941,-0.15862,-0.27706,-0.34636,-0.3316,-0.12281,-0.19336,-0.20707,-0.24768,0.66275,-0.25738,-0.2859,-0.27456,-0.26606,-0.22924,-0.13982,-0.1196,-0.13323,-0.27529,-0.3192,-0.25301,-0.10873,-0.23419,-0.20342,-0.15034,0.095759,0.33951,-0.091876,-0.12406,0.56916,0.081148,-0.13782,-0.14123,0.47815,0.17886,0.13694,0.36934,-0.011399,0.012695,0.53857,-0.1336,0.13692,0.16345,0.14117,-0.070737,0.10082,0.10237,0.49288,0.19207,-0.066081,-0.061347,0.33136,0.15845,0.199
