829.48,794.61,945.46,907.68,370.89,330.2,443.66,803.57,1350.7,383.23,1202.1,574.96,494.78,350.88,592.28,462.58
426.48,530.98,510.76,398.8,282.28,197.91,264,210.02,559.95,233.61,594.99,329.26,360.08,287.6,587.01,278.85
425.7,523.51,489.31,419.44,394.64,297.81,299.01,230.59,569.04,227.19,617.04,366.8,302.84,279.39,610.26,357.85
385.56,508.18,480.71,408.93,208.42,162.27,236.32,222.62,579.68,186.77,549.45,334.25,274.14,205.41,459.28,245.37
403.61,521.63,480.04,404.25,236.05,176.36,257.81,212.99,614.2,199.72,570.49,316.28,287.7,219.78,494.81,244.84
459.92,554.29,485.25,382.46,291.85,218.61,262.86,216.9,616.92,214.77,566.21,318.89,295.1,271.19,592.36,291.59
449.52,735.17,534.25,437.97,362.82,264.3,185.09,216.46,246.66,191.54,268.76,200.03,174.46,209.91,531.84,266.31
1374.9,2025.5,1368.5,1523.5,850.57,657.66,623.18,1154.3,540.31,482.79,864.58,557.3,408.2,374.25,644.29,723.74
1253.1,1747.6,1211.9,1449.6,844.5,666.95,599.82,1067.5,528.19,455.01,857.31,579.78,393.85,386.56,694.64,684.32
829.96,1206.4,836.07,869.55,598.83,468.53,366.38,611.39,385.34,302.79,486.01,350.52,283.08,289.38,537.6,461.59
1322.8,1643.1,1117.7,1349,712.19,574.26,543.6,1030.6,446.75,405.49,722.18,495.31,337.43,355.87,675.68,657.52
377.42,596.49,468.77,374.16,308.77,251.77,185.68,203.85,229.12,169.83,231.91,184.63,160.65,200.08,498.53,257.86
725.65,907.47,859.56,540.77,583.86,954.58,1248.5,2371.6,253.45,178.27,297.28,385.66,364.23,575.23,1324.9,1129.9
748.97,944.78,963.31,548.42,569.14,1357,1841.8,3666.1,214.25,126.55,238.42,408.15,415.75,675.62,1577,1549.7
838.6,1069.6,1100.4,614.63,624,1208.2,1712.7,3568.7,255.91,171.38,306.78,442.97,391.71,703.38,1585.5,1629.3
568.81,700.53,791.84,477.85,445.38,802.6,1043.1,1918.8,210.72,157.99,302.13,325.53,311.37,468.14,1212,943.8
268.79,369.12,395.06,325.55,185.12,140.83,128.87,137.93,138.14,124.53,210.46,148.92,112.99,150.4,484.65,235.79
284.82,377.53,409.52,328.08,211.25,141.91,133.92,145.05,141.98,130.72,217.34,165.95,121.56,171.78,523.64,266.31
300.96,361.64,407.38,371.41,261.26,169.54,159.86,183.79,169.12,135.58,218.06,188.37,148.22,185.35,523.66,265.1
383.5,432.06,391.8,309.67,299.7,173.15,148.62,152.73,182.6,130.74,201.75,166.2,157.61,219.29,624.13,246.15
435.83,713.62,485.72,379.03,346.18,244.94,177.12,199.04,244.49,190.25,256.01,181.29,192.34,218.79,489.1,247.69
296.94,388.55,379.15,320.31,228.62,154.19,133.03,137.24,157.77,122.43,195.27,149.71,138.75,164.87,485.44,214.8
345.17,490.4,397.98,316.19,293.05,189.21,152.79,168.17,185.34,134.63,199.46,159.07,157.96,190.16,493.55,234.36
1027.2,1647.2,1083.4,1049.8,745.07,528.38,386.47,639.87,449.37,383.3,648.17,403.12,337.67,297.55,516.7,499.42
587.24,840.34,642.53,663.55,430.45,336.22,303.39,607.43,379.46,253.08,416.44,282.22,347.21,276.58,475.09,556.51
529.83,860.52,576.45,506.65,342.29,268.7,244.52,460.55,359.34,209.57,322.3,236.88,287.28,228.32,509.79,457.49
1576.4,2188.9,1521.5,1761.1,767.07,659.44,796.93,1857.6,770.1,514.01,1092.3,649.85,541.37,408.55,704.8,1049.2
1137.5,1602.2,1153.3,1289.3,605,525.75,594.55,1333.3,594.4,397.02,823.65,510.76,448.43,350.65,632.49,904.44
986.11,1436,972.26,1101.6,578.84,485.13,497.81,1107.6,538.16,366.21,718.91,441.11,418.55,330.23,578.12,824.4
1088.1,1452.8,1095.6,1218.9,633.73,507.85,503.52,1108,593.26,394.28,758.31,475.34,465.57,367.82,632.24,879.12
328.14,415.34,394.16,361.5,258.7,159.62,138.37,147.2,227.2,137.52,233.31,181.2,140.99,184.01,486.82,275.85
382.03,463.91,473.07,408.65,368.17,245.66,188.47,199.08,318.95,182.24,277.88,207.87,200.59,244.05,544.39,296.83
366.93,439.58,458.48,388.13,332.97,223.98,181.3,186.14,297.87,174.64,270.68,203.21,188.28,232.31,527.37,291.71
527.51,536.65,614.05,542.65,420.32,258.62,229.22,297.45,373.74,215.38,373.54,309.66,235.59,311.69,647.45,448.4
414.66,470.03,475.23,447.05,347.82,188.65,194.62,246.11,284.11,175.31,282.07,250.21,192.3,267.12,597.02,371.92
361.91,440.55,421.01,329.15,246.99,158.76,137.16,140.45,230.33,135.82,209.58,174.94,141.86,207.21,487.91,267.97
397.71,460.15,482.52,415.07,313.32,180.85,172.91,207.87,419.64,180.23,327.86,267.07,268.81,246.81,585.71,360.82
408.51,571.62,463.5,386.7,332.87,249.16,181.6,227.39,613.9,211.27,317.5,242.5,399.02,246.72,493.84,325.51
1960,2220.4,1890.1,1724.9,848.28,755.06,1139.8,2206.9,1713.9,841.25,1532,998.84,913.38,689.89,1058.3,1640
3062.1,3190.8,2739.4,2658.6,1282.7,1083.5,1720.2,3447,2317.6,1195.4,2536.3,1473.6,1156,991.81,1725,3144
1171.6,1350,1032.4,936.84,610.1,467.06,531.28,944.66,1111.6,485.67,900.06,580.6,629.64,461.03,742.88,875.49
2768.2,2832,2388.1,2422,1130.6,952.18,1464.7,2964.1,2088,1023.8,2205.4,1274.6,1060.6,876.46,1460.7,2530
1181.2,1657.5,1093.2,1225.4,703.25,588.27,544.65,1002.1,455.03,426.22,720.28,529.24,357.94,347.67,643.43,662.9
850.37,1267,789.05,852.35,577.8,452.06,332.41,556.45,351.87,311.03,499.09,354.96,277.04,285.76,539.57,447.75
382.58,492.51,358.6,266.86,330.1,245.67,130.99,134.42,214.68,147.9,192.84,133.99,165.41,194.02,412.93,176.77
648.53,1123.3,684.85,670.22,491.71,380.66,281.85,476.34,329.08,306.26,453.95,337.63,227.43,251.49,549.29,454.88
1205.1,1734.7,1186.8,1480.8,731.23,625.41,569.57,1108.1,507.49,465.38,873.15,644.74,368.6,371.71,731.71,817.36
400.45,500.04,379.57,276.58,333.7,254.03,141.43,139.31,209.62,153.01,207.72,138.59,179.82,216.61,427.52,177.99
1994.8,1775,1925.4,1764.2,739.89,635.41,762.87,1778.2,2343.2,738.09,2052.4,907.44,778.57,625.74,898.03,1439.6
1578,1544.3,1453.6,1283.4,646.75,537.45,532.06,1100.1,1961.2,616.7,1515.8,684.76,713.16,492.92,717.92,1001.8
1493.3,1348.3,1357,1358,618.81,518.3,554.23,1208.8,1780.6,542.89,1515.8,693.8,605.33,478.93,736.4,1072.5
