182.64,189.9,186.05,177.46,147.58,181.12,154.14,170.04,197.59,188.02,196.54,169.73,188.42,154.29,120.66,151.88,133.83,128.77,140.78,197.87,170.13,140.23,142.81,195.84,160.28,197.65,164.35,178.12,170.94,192.42,179.82,120.94,190.33,179.13,92.265,193.82,183.48,179.36,150.03,195.99,173.86,147.32,186.65,165.63,175.17,198.42,168.29,134.74,180.54,139.31,185.47,191.15,163.41,188.77,116,162,156.7,138.59,194.07,198.39,102.54,170.7,140.88,182.86,174.96,184.11,162.08,158.58,113.85,140.5,175.49,145.6,191.65,179.21,192.87,135.46,182.8,163.22,117.11,184.91
186.2,120.62,134.71,165.24,114.7,113.46,178.85,195.49,145.1,183.74,178.27,186.45,166.93,162.74,186.27,99.867,189.15,189.07,196.07,160.62,142.35,165.73,175.11,178.09,116.6,173.33,135.89,180.68,191.64,147.29,177.54,193.43,173.48,174.76,194.43,184.26,93.602,107.05,168.96,176.32,184.47,138.04,199.61,181.15,176.15,134.99,192.89,136.08,159.35,117.94,160.01,188,194.11,167.61,171.89,198.64,171.53,122.98,180.89,188.49,175.9,178.75,161.05,182.85,195.74,195.71,141.84,170.62,190.85,198.07,181.16,156.14,191.2,148.65,183.79,178.4,187.73,172.56,187,196.56
190.09,54.319,175.82,134.34,181.74,145.93,196.76,186.05,167.78,185.04,192.11,172.17,189.29,189.57,177.99,95.831,181.64,183.04,180.47,190.14,142.75,191.89,137.9,180.93,158.41,192.13,138.74,169.08,176.81,187.86,186.9,140.52,189.55,178.31,168.59,177.3,165.62,177.48,163.55,174.76,179.28,98.143,191.67,167.31,113.66,135.5,174.45,165.24,143.08,175.08,178.64,139.61,166.85,185.29,114.62,196.08,171.87,98.463,174.15,188.82,189.42,149.61,164.22,148.9,181.97,144.14,195.74,186.44,172.96,172.45,185.41,144.02,168.27,196.77,147.02,196.78,173.78,189.14,169.28,188.92
197.67,153.7,147.26,178.41,154.57,163.26,162.98,167.83,199.39,170.81,160.08,184.18,147.23,175.55,192.62,128.13,134.92,99.261,183.96,189.82,180.49,146.45,145.8,172.14,191.47,97.216,168.24,189.87,132.7,158.04,192.63,150.79,151.83,150.99,196.55,132.18,166.7,143.28,178.18,192.36,179.92,180.81,197.99,116.04,148.7,135.32,183.94,133.28,170.18,180.33,167.1,138.29,188.1,142.17,188.37,165.84,163.96,104.64,197.01,139.84,181.81,118.22,198.57,180.63,155.63,168.77,163.12,198.08,166.06,99.381,189.15,158.07,54.133,185.31,183.99,155.08,170.25,199.4,185.7,174.19
188.38,189.1,199.49,119.28,186.31,171.14,172.83,147.39,191.14,163.68,171.81,198.94,194.49,193.95,131.66,161.76,174.93,194.01,197.63,188.22,171.36,150.9,167,157.8,173.02,179.76,135.71,141.16,133.95,160.56,171.27,171.38,154.6,143.73,166.89,195.63,169.64,177.85,171.6,196.59,187.17,192.56,117.06,171.16,186.77,165.93,173.97,165.94,159.91,195.58,183.24,166.31,186.91,180.56,149.19,196.81,192.68,144.36,148.6,161.52,194.04,155.33,171.5,129.33,152.19,199.46,162.02,158.8,170.14,138.66,164.37,192.35,157.71,185.21,148.78,166.95,187.25,153.62,188.52,159.96
175.42,184.03,167.31,141.2,183.11,192.4,159.05,192.07,171.91,169.5,148.71,147.63,164.07,173.2,128.11,188.87,165.75,138.16,168.27,181.54,170.56,184.57,133.04,173.06,164.75,153.65,136.52,194.1,149.13,145.68,139.33,123.38,92.845,119.05,170.58,198.32,193.73,146.95,147.93,183.56,155.6,166.81,188.07,185.17,159.68,176.19,178.72,113.2,132.48,168.51,165.21,149.88,107.11,187.64,145.63,152.38,196.51,162.52,179.7,182.99,160.04,135.59,128.53,177.49,160.32,175.95,146.97,138,176.92,186.03,133.75,149.2,121.01,171.72,180.49,180.83,182.42,141.9,176.8,138.05
195.47,150.41,161.18,184.25,154.46,186.82,155.23,174.13,185.47,161.83,184.37,114.02,117.4,190.73,169.75,193.46,99.021,119.72,106.25,197.4,2.9588,171.77,174.73,165,149.77,172.22,174,151.1,143.75,163.63,172.52,154.47,190.29,160.63,187.57,195.45,189.19,195.41,195.32,198.07,183.78,153.8,195.41,183.21,139.39,98.413,156.06,195.65,180.64,187.79,161.36,51.157,197.47,131.21,150.31,181.03,187.26,196.81,199.46,120.06,146.19,139,188.01,187.95,189.31,176.13,190.75,187.95,185.76,137.17,141.87,197.07,125.95,158.46,180.27,185.54,192.87,181.26,48.28,148.55
107.69,158.19,129.05,141.48,178.48,156.85,165.39,137.62,176.79,183.72,152.88,148.97,185.71,93.886,197.1,123.48,157.78,184.89,143.5,169.39,141.33,129.69,144.57,187.88,124.57,178.32,145.26,154.07,197.94,179.17,158.98,151.31,190.01,180.53,170.38,125.48,173.1,197.63,164.25,162.96,83.014,194.03,175.41,192.36,188.25,159.85,150.28,89.543,154.95,185.68,139.08,140.67,197.05,118.33,183.5,182.48,197.39,147.24,194.09,190,157.75,102.41,151.79,170.94,183.3,174.16,178.33,155.77,143.08,199.07,150.09,96.309,176.04,192.27,199.43,155.68,198.51,162.3,102.62,198.68
172.64,166.97,164.01,138.61,192.31,155.71,195.55,194.73,156.41,171.31,163.27,192.05,198.46,187.16,145.74,176.78,150.48,169.46,132.77,93.058,198,129.37,135.99,137.19,167.85,160.25,146.92,169.04,186.81,179.17,97.869,168.7,185.07,178.37,193.76,181.96,167.78,188.88,170.37,193.85,168.6,172.78,162.43,63.939,188.94,166.46,189.24,154.4,151.46,191.24,164.75,163.09,171.91,157.56,175.75,190.63,155.05,193.36,199.8,150.52,198,185.73,163.83,183.57,193.74,179.64,158.06,164.4,87.938,127.8,170.22,196.32,189.27,178.08,157.44,139.3,148.26,199.8,80.945,178.92
158.66,152.9,171.09,169.94,187.6,81.247,169.41,85.934,100.23,158.83,130.64,189.64,192.34,179.74,141.54,167.94,199.8,126.08,110.81,164.06,170.81,124.6,197.03,140.84,109.49,162.23,143.34,148.96,134.95,190.04,131.88,154.54,196.79,123.65,166.85,190.97,197.39,130.41,197.9,165.86,187.14,160.65,141.15,180.38,180.41,193.5,87.325,170.26,114.5,135.24,171.15,179.16,183.2,163.24,159,73.349,111.38,165.78,198.56,157.14,125.27,145.46,141.44,197.85,150.31,159.77,161.95,192.09,41.527,141.94,171.58,195.56,177.13,186.49,142.91,198.47,136.28,195.25,122.81,191.07
