188.66,175.43,138.08,188,158.2,117.89,28.63,199.04,188.73,165.45,182.5,192.1,174.51,174.12,141.25,195.25,180.9,136.8,117.78,151.07,130.96,166.29,160.37,168.45,192.71,138.12,175.09,111.2,174.21,120.72,165.08,184.32,190.78,186.23,178.59,166.83,195.53,162,73.277,172.63,182.91,96.363,163.24,142.73,192.97,180.37,162.62,134.67,162.13,133.51,192.9,57.68,132.7,169.99,61.305,172.29,186.75,136.95,152.23,178.58,181.29,117.42,160.45,182.55,82.325,101.16,151.45,151.56,25.758,110.56,144.98,139.62,96.841,146.95,198.77,128.05,179.98,155.56,148.47,146.59
161.19,198.49,109.96,170.81,196.22,152.86,195.21,82.142,191.23,129.93,119.13,194.32,94.117,178.76,165,144.2,168.86,188.83,191.08,28.899,196.66,106.96,165.12,126.51,141.41,193.79,106.81,198.07,187.72,109.07,184.95,130.41,135.24,162.25,129.5,130.47,158.89,165.25,165.06,170.37,193.54,184.54,124.92,147.66,164.94,91.329,89.459,181.36,173.68,174.83,130.82,37.024,171,76.57,174.09,156.73,144.59,163.63,122.82,165.24,190.62,120.67,130.13,133.51,92.598,196.56,113.88,163.44,174.82,196.04,158.07,113.4,130.35,189.82,133.13,188.64,152.06,166.88,136.47,143.27
157.69,155.6,138.18,191.33,182.25,179.56,186.2,151.47,86.002,190.28,159.36,183.23,127.94,131.66,67.326,45.171,139.66,162.05,138.9,170.05,190.35,107.49,186.31,196.9,167.93,198.28,172.11,125.57,197.61,198.54,191.84,172.84,185.21,21.212,78.38,136.21,74.474,34.3,5.968,53.002,142.37,190.87,154.16,162.44,128.98,160.68,147.45,7.7713,161.45,186.95,149.98,152.1,59.689,188.55,170.85,134.15,128.32,134.71,183.7,175.74,162.32,112.19,82.744,20.345,186.99,167.17,185.85,52.934,173.52,66.788,162.99,11.716,55.634,191.48,76.422,76.195,147.96,180.17,162.38,172.2
199.8,154.64,169.02,122.63,97.866,150.04,171.95,159.71,183.46,184.94,114.25,158.21,195.62,142.8,154.79,191.68,189.59,144.46,160.77,199.08,122.08,156.44,151.65,115.46,123.37,184.62,96.084,191.76,171.82,127.48,191.96,97.314,132.94,197.09,118.2,78.168,177.7,136.16,199.49,165.43,181.63,123.47,197.84,175.55,114.89,141.3,178.89,158.08,159.33,114.31,80.505,144.44,157.76,125.66,134.46,171.94,194.42,123.24,120.79,166.83,162.59,178.72,166.63,192.87,198.95,154.35,165.51,183.17,167.2,135.95,80.02,125.62,133.76,198.54,69.128,186.47,146.7,188.93,111.71,95.305
192.21,179.2,175.93,191.43,188.72,143.75,170.45,181.88,182.53,139.74,159.77,147.65,135.9,154.66,171.7,198.54,159.02,199.04,193.5,83.806,152.77,196.17,151.44,187.27,184.59,151.29,196.34,197.09,137.09,147.86,118.54,167.75,189.19,83.494,101.68,106.46,183.1,173.03,145.69,193.94,184.27,178.43,184.72,142.86,150.2,104.23,170.31,53.113,195.96,135.46,113.54,166.89,186.85,173.68,139.57,187.87,47.759,143.58,184.22,140.74,163.56,161.71,139.95,103.85,135.76,160.8,191.8,156.34,198.64,191.87,193.62,97.2,145.87,144.34,91.18,153.98,192.97,124.07,190.56,121.53
191.6,137.72,179.31,168.58,166.36,156.87,172.02,152.96,177.3,147.74,180.76,189.38,127.88,135.52,139.87,184.11,187.87,180.19,143.82,133.38,186.93,189.99,145.07,154.7,163.17,141.34,168.15,179.55,141.29,183.49,171.04,153.04,187.42,187.33,150.55,121.23,144.09,178.33,165.61,181.91,134.14,60.273,166.32,152.87,182.67,170.72,127.93,139.28,160.62,77.227,73.704,109.4,159.97,195.17,125.97,159.02,185.09,165.2,187.3,160.43,168.59,191.84,120.35,190.95,193.09,193.08,125.57,160.43,168.94,185.34,151.96,161.03,119.5,154.53,177.45,145.35,101.27,147.64,117.62,135.77
139.09,184.75,190,153,115.65,120.52,137.18,175.67,142.48,193.41,190.78,166.16,141.97,151.87,160.98,138.57,14.206,170.41,189.91,153.15,189.02,149.23,183.66,167.42,137.11,148.75,177.56,173.44,195.55,199.18,166.63,112.07,159.89,177,189.11,152.31,187.94,82.861,170.02,103.52,198.02,141.74,154.4,160.12,160.36,197.84,183.2,178.59,150.55,195.92,199.11,189.45,128.95,181.78,131.96,183.4,150.09,187.42,186.34,127.03,148.64,189.35,143.74,146.94,159.63,135.53,153.63,151.23,66.759,173.08,130.16,199.28,98.09,148.28,179.32,96.386,176.98,164.09,188.72,127.74
173.67,194.79,198.02,188.96,129.56,143.63,82.777,191,150.7,102.48,163.52,146.95,113.25,155.6,178.13,171.64,139.67,149.53,167.77,176.56,174.25,193.1,147.83,183.9,167.15,196.3,162.49,159.74,179.55,176.16,178.55,173.11,168.08,116.1,196.92,137,126.88,149.82,129.23,154.93,146.07,162.57,184.38,150.42,189.43,199.61,123.11,162.99,167.25,199.17,177.52,162.36,178.41,183.64,188.24,110.2,176.71,183.35,112.42,172.38,172.77,122.84,133.87,119.18,153.83,193.91,180.02,199.64,158.25,100.69,168.01,198.76,192.95,160.33,156.98,184.05,110.02,170.62,193.63,198.16
158.09,197.45,188.74,198.33,165.95,163.73,140.6,199.8,133.84,190.48,171.99,177.43,188.94,98.197,145.98,141.24,194.52,179.29,156.99,114.2,123.84,132.73,128.44,164.64,119.3,197.69,160.05,188.75,120.5,164.15,162.23,153.02,171.33,175.36,125.67,82.404,141.9,109.07,172.32,131.12,147.33,173.79,127.3,95.518,139.57,198.67,164.19,144.33,184.65,194,191.57,176.39,197.63,162.54,187.45,138.98,154.45,196.23,146.32,135.76,145.4,171.75,59.627,115.59,169.76,159.71,199.04,190.92,190.9,117.4,181.42,150.19,194.51,156.92,186.73,176.98,175.12,84.688,140.26,189.44
191.95,138.35,145.12,192.53,155.64,188.73,185.2,171.83,199.39,116.39,135.38,162.67,176.36,151.89,159.6,158.37,102.98,193.76,156.35,168.62,194.43,177.6,197.26,135.11,158.6,166.44,135.35,162.71,186.24,172.07,179.18,150.05,170.67,127.8,152.52,180.79,183.84,91.373,144.93,175.43,164.01,185.54,145.27,194.43,181.73,172.12,155.28,177.35,181.11,96.909,61.582,190.61,157.17,184.69,164.14,171.12,199.8,184.6,114.95,190.46,120.83,190.25,172.75,192.37,179.94,181.02,160.06,152.13,161.56,185.32,184.07,158.34,156.1,64.134,176.73,114.38,171.62,142.98,146.2,155.87
