1911.2,2116.6,2218.7,1787.7,1109.4,1494.1,1655.5,1316.5,1749.9,1431.8,2278.3,1639.2,1029.8,1852.4,1532.5,1285.3,1242.5,2107.1,1158.3,2108.9,1495.3,1755,1331.2,1226.4,1853.2,991.64,2308.2,1739.8,2493.8,1891.9,375.58,2313.8,1565.2,1466.7,1108.1,1155.9,1654.7,2030.2,2346.1,1139.1,2438.9,1313.8,1585.9,1685.7,2224.9,1225.4,1405.4,1105.5,2422.9,1108.2,1617.5,1430.1,1926.3,2407.3,2134.4,2297.2,1891.1,1473.3,2146.4,1728,1266.4,1269.3,1462.1,1460.1,1508.6,1956.8,2135.4,2111.8,1785.3,2095.4,2075,1221.9,1976.1,1431.3,2203.7,1098.2,2053.3,1494.5,1458.7,1120.4,2280.4,1497.3,1569.4,1539,2023.6,1659.3,2148.8,1515.2,1383.1,2093,1089.3,1483.9,2135.1,1136.8,1664.3,1447.1,1623,1630.8,1472.5,1510.1,1587.8,1139,1025.3,1267.2,1112.3,1739.2,1191.9,1128.6,2094.6,2255.8,1947.6,1570.5,1160.2,1959.1,2274.9,1745.6,2205.5,2263.1,1893.1,1182.4
1461.7,2248.4,1346.9,2214.1,919.39,2352.2,1937,2450.6,1232.2,2298.8,2274.7,2412.4,1433.3,1137.1,1624.7,1069.2,1302.3,1137.2,1113.5,1477.1,2258.5,2231.2,1679.1,2060.7,1597,2355.6,1614.1,1587,1356.8,597.58,1903.8,1661.5,1826.7,1889.6,2201.5,1072.2,1039.5,1315.6,2337.8,1133.4,2358.2,1937.8,1025.2,1637.8,1667,1813.8,1299.2,1803.5,1268.6,2040.8,2088.8,1647.8,2203.7,1340.6,2193,913.69,1740.1,1889.6,1712.5,1503.2,1379,1969.4,1299.7,1329.6,1298.9,1221.6,1709.3,1672.8,1675.4,1619.4,1954.1,2441.4,1924.1,1234.7,1765.1,1901.5,1898.5,2044.9,2384.9,1139.4,1478.7,1978.5,1647.8,2288.3,1832.1,1325.3,2301.6,1119.9,1818.7,2022.5,1854.1,1026.9,1011.3,1434.2,2203.6,2269.8,1582.5,1512.1,1773.1,1800.2,2132.1,1890.5,1394.5,2330.6,1331.7,1129.6,1647.5,1595.5,1781.6,2160.8,1564.3,1742.4,1635.4,2142.6,1574.8,1549.2,2351.5,1178.9,1133.2,2159.9
1558.5,2334.3,1177.8,1959.9,2486.2,2089.5,2484.5,1212.6,1539.5,1527.1,1398.5,2132.4,2298.3,2486.8,1706.1,2495.6,2258.3,1173,1395.1,2115.7,2369.5,391.97,1180.7,2105.9,1831.1,1921.4,1316.1,1993.2,1816.7,1655.7,1231.4,544.58,1462.9,1096,1727.4,2473.7,1675.8,2227.5,2472.2,2080.3,1889.7,1856.9,1882.8,1397.5,2078,1346.7,1667.1,1538.3,1291.9,2158.7,1352.6,1283.7,1545,1605.5,2134.8,1984,1870.9,1051,2053.4,1092.5,1299.6,1032.4,1905.1,2035.5,1500.8,1748.4,1555.9,2304.6,1902.8,1705.4,1041.4,2434.3,1287.1,1019.5,1418.8,1058.9,2185.4,2154.7,2037.4,1621.3,1413.7,2222.5,1390.7,2273.5,1579.1,1328.8,1546.7,1663.5,1927.8,1740.5,1407.6,1425.4,2262.5,1527.6,2115.1,603.64,1140.1,2491.2,2314.3,2354.1,1055.5,1853.8,1508.4,1906.6,1644.9,1571.7,1920.5,1288.9,1468.4,1845.7,1657.3,1014.7,1680.7,1263.4,1358.1,1466.4,1889.2,1296.8,1857.7,1512.5
1596.6,2068.5,1146.1,1060.6,1946.7,2472.9,1483,1037.2,1492.2,1543.8,1622.8,1746.2,1849.3,2240.1,2400.1,1857,1743.2,1145.7,1715.9,1478,2029.1,1283.8,1552,2496.1,1169.3,1478.6,1258.6,2429.4,1715.9,2104.3,2186.6,1048.3,1557.9,1871.8,1686.3,1090.8,2429.1,2257.7,2348.3,2157.4,1345.5,2258.4,2006.3,1304.9,2323.5,1779.2,1505.9,1187.5,2310.7,1983.4,1739.2,1807.1,1588.9,1893.7,1657.8,1396,2375.8,2498.4,1761.6,1641.1,1242.8,1445.6,2351.3,1032.5,1808,2022.5,2273.5,2102.7,1803.5,2054.8,2184.7,1836.2,1721.5,1592.9,1118.6,1740.4,1358.2,1656.6,2055.9,2249.4,2294.1,2066.3,2117.7,1425.8,1317.4,2459.1,2188,2031.8,1270.3,1817.1,1140,1496.9,2326,1939.4,2231.1,1810.8,1500.6,1357.3,1148.5,1957.5,1443.7,1795.2,1573.5,1143.4,1908.3,1323.7,2140,1443.6,1534.5,1603.6,2386.8,1779.4,2294.5,1567.5,2278.6,2343.8,746.07,1583.3,1190.5,1089.7
1097.1,2353,1886.2,1923,1211.9,2087.2,1206.6,1901.3,2235.5,1965.8,2265.1,2493.8,2063.5,1925.5,1028,2210.8,1660.2,1737.9,2387.2,737.85,2254.6,1832.5,1233.4,1167.1,1484.3,1229.8,1424.1,1761.5,1003,1847.7,2244.3,1632.3,1213.3,1529.7,1457.9,1201.5,2361.8,1616.3,2292.7,1577.9,1821.5,1431.4,2356.6,2163.9,1590,2435,1312.3,436,1087.9,1942,1140.4,2263.5,1513.3,2338,1886.4,1117,2232,2424.5,1486.2,1460.5,2065.2,1892.3,2436.6,1454.8,1992.4,1321.2,2182.6,1420.4,2276.7,2073,1387.4,1677.4,2313.9,1934.6,1504.2,2155,1277.8,1268,1950.7,1686.8,1144.3,1999.5,1496.1,1841.3,2252.7,2073,1419.9,1781,2395.1,2194.4,1049.2,2189.4,1535.8,1508.8,1674.7,1357.7,1071.6,1380.6,1762.5,1305.4,1933.9,2427.4,2319.3,2473.7,2341.9,2382.6,2136.5,2477.2,1511.7,1304.6,1114,1842.9,1135,1612.7,2027.3,2493.9,2281.8,2336.2,1466.5,1774.4
1911.6,1107.4,1886.8,2068.9,1959.6,2393.6,1804.4,1484.9,1164.9,2171.4,1818.6,1483.4,2407.8,1467.1,1344.4,1469.1,1770.6,2360.8,1752.3,2337.6,1547.7,1134.6,1128.6,1715,2445.4,1344.2,1417.3,1564,1021.5,2203.6,1856.3,1895.9,1109.8,2388.8,1777.1,2321,1585,2325.3,2338.1,2428.7,1892.8,1598.6,2363.1,1894.5,1768,2074.6,1346,1154.3,2199.5,2356.1,1352.7,1307.8,178.61,1637,2418.1,1187.3,1669.6,1179.6,1061.3,2087.7,1420.7,1623,2105.2,1812.1,2203.9,1474.9,1337.2,2252,1218.3,2198.9,1089.7,1304.6,2039.5,1210.9,2165.1,1381.5,2118.6,1278.4,1337.7,1849.3,1253,2396.1,1557.3,1508.1,1728.6,1599.3,1056.6,2101.1,1823.2,1352.1,1770,1858,1888.8,2196.9,1744.1,1695.8,2222.3,1396.4,2275.3,1927.4,2194.1,1281.2,2132.9,785.82,1221.3,2218.3,1977.8,1338.1,2319.9,1938.4,1117.9,2202.7,1297.3,1317.1,1545.3,1225,2369.8,1747.5,1855.4,1344
1921.4,1134.8,1195.5,1865,1363.1,1678.6,1877.7,1342.4,1653.4,1526,1570.5,1872.7,2238.6,1428.1,1199,2210.3,1024.3,2409.8,1427.1,2168.7,1795.5,1656.3,1448.4,2062,1781.2,2267.9,915.87,1327.4,1230.2,1509.2,2470.5,1963.1,1852.4,1780.5,1562.9,1534.7,1729.5,2072.9,2120.2,2201.4,1100.2,2189.3,1283,1245.2,1590.6,2090.2,1524.4,1241.3,1188.3,2360.2,1195.6,2274.1,2487.4,2017.8,1961.2,1862.9,2469.6,1208.9,1193.2,1980.3,2060.2,1530.7,1982.5,1838.3,1961.7,272.03,1191.4,1978.9,2048.3,1904.8,1258.8,1237.9,1035.3,1359.8,1252.1,1324.3,1037.5,1265.6,1840.8,1596.1,1314.5,1762.9,2183.7,2051.4,2359.1,2475.4,1422.1,2499.6,2253.9,2276.3,2074,1366,2094.9,2283.2,1716.6,2052.1,2395.6,2112.6,1545,1971.4,1566.3,1579.8,1941.4,1143,2338.2,1567.3,1485.1,1627.7,1416.9,2455.6,2124.1,2310.3,1562.5,1338.8,1463.3,2024.3,2129.5,1925.6,2075.5,1852.6
1694.3,1306.9,1370.3,1370.8,1069.5,2273.7,1411.4,1839.9,1118.5,2403.2,1268.3,1186.8,1934.8,2231.2,1727.9,2373,1286.1,2371.9,1428.8,1754.7,2433.9,1820.3,1153.5,2395.7,1448.3,1863.9,1212,2126.2,1944.5,1167.6,1046.7,1774.5,1645.4,582.9,1887.3,2374.5,1018,2016.2,2285.5,2487.1,1643.4,2132.2,1657.7,2256.2,1522.6,2377.9,1696.4,1066.8,1135,1688.9,2327.7,2322.7,1921.8,1521.8,2096,2327.5,2443.7,2248.8,1597.9,2444,1843.8,1746.3,1346.1,1246.7,1593.8,1570.9,1446.8,1369.6,1525.6,2164.6,2126.1,1051.5,1176.1,1405.1,1105.8,1167.9,2258.4,1129.8,1869,1446.4,2269.9,1846.7,1556.6,1301.8,2223.2,1402.4,2469.5,1813.8,2033.1,1113.4,677.4,2174.8,2455.2,1656.2,1734.2,1457.3,1334,2323.8,2445,1567.8,2439.4,1802.8,1458.2,1382.5,1557.1,1832,2416.2,1508.2,1732.8,2207,2085.2,1751.3,2296,1812.4,2404.1,2345.7,2125,1904.6,1024.3,2435.5
1902.1,1511.4,1109.5,1790.8,1238.9,1843.6,2485.7,1629.7,1474.4,1026,1238.8,1472.3,1256,1629.6,2381.8,2319.6,2320.6,2210.2,2339.7,1794.8,1551,1620.4,1541.8,1475.3,1229.5,1902.8,1981.2,1661.8,1847.4,2177.6,1371,1124.5,1633.7,2448.2,1265.5,2325.4,2085.4,1692.2,1214.2,1785.4,1716.4,1294.2,1552.1,2050.5,2202.3,2145.1,1802.8,2127.1,1777.7,1913.5,1723.3,2463.4,2133.7,2280.5,1478.1,2291.7,1132.8,763.61,2210.1,1834.4,2162.4,2151.6,1657.1,2350.5,2199.7,2213.1,1010,1981,2122.3,1513.2,127.59,1512.7,1568.7,1620.4,1687.9,1092,1368.9,1268.2,1458.4,2297.5,2427.9,2123.5,2091.3,1030,2148.2,1668.1,1046.1,2280.1,1320.1,1571.9,1668.5,2072.7,1691.5,1103.1,2475.5,1677.7,2460.5,1570.4,1868.9,1656,1963.2,1689.8,2292.9,1776.8,1379.6,1305.1,2327.5,1032.8,2028,1000.2,1185.6,1408.5,1119,2093,1209.7,1963.1,1470.5,1965.8,2102.5,1688.4
2177.9,2268.7,221.24,1226,2260.1,2277.8,2050.9,1360.9,598.39,1479.7,1127.4,1049.9,401.34,1963.9,2297.4,2258.9,2205.2,1781.5,2384.2,1678.2,1842.3,1675.3,2110.3,1357.8,1261.2,2497.9,1192.3,1488,2125.8,2449,1545.6,2011.8,2161.9,1568.1,2015.8,2427.4,1006.1,1288.5,1094.5,1221.5,2021.6,2218.5,1208.6,1583.5,2252.4,2098,1925.1,2127,1214.8,1627.2,2129.1,2440.3,2137.5,2157.9,1222.4,1836.7,1680.1,1317.7,1940.1,1680.4,2136.1,2039,2259.5,1635.1,2083.6,1729.3,1313,2120.7,2010.5,1724.1,2331.2,2175.2,1977.2,2358.4,1362.1,1187.1,1988.1,1464,1989.7,1638.1,1374,1688.6,1986.5,2320.6,1044.2,1901.9,1070.4,2204.3,1248.9,1121.2,2232,1993.2,2008.7,2040.2,1155.3,1823.4,1631,2001.9,1537.4,1662.6,2186.8,1355.5,1352.7,2351.7,1659.6,1380.2,2132.8,2139.2,1460.3,1932.9,2064,819.9,1481.3,2218.4,1202.2,1464.5,1701.1,1006.6,1139.6,1032.1
