173.37,193.91,193.84,178.56,148.76,184.45,181.17,184.16,154.15,192.01,164.69,190.89,192.36,192.55,96.846,180.69,96.02,184.78,181.67,197.17,177.42,102.88,182.84,147.66,186.14,171.37,164.29,163.48,155.03,148.75,115.91,179.55,194.42,194.24,195.78,166.45,184.99,162.69,169.43,158.95,193.99,189.3,50.424,194.54,191.73,162,137.58,195.65,180.04,191.39,194.27,182.98,188.13,173.29,146.66,195.64,196.13,179.8,194.81,189.2,199.27,172.96,172.67,78.512,197.25,191.98,138.95,185.76,199.43,189.31,197.02,198.01,164.54,158.08,145.95,198.55,162.64,178.19,173.23,196.09,186.66,173.9,189,188.79,144.42,198.67,166.01,176.64,197.41,192.46,148.04,178.36,152.34,193.34,182.2,184.01,171.24,186.21,187.43,166.72,183.14,162.97,186.64,156.54,173.7,182.31,148.69,127.15,118.89,193.01,192.32,105.99,175.46,168.38,184.19,188.92,147.92,186.34,184.17,190.12,193.23,193.91,116.95,194.58,161.26,181.71,169.09,135.6,173.01,198.86,195.82,179.09,156.58,193.83,177.11,176.85,199.08,150.27,179.62,159.88,155.82,167.1,68.646,195.49,138.2,163.61,160.63,173.14,138.86,171.22,144.16,135.57,195.01,127.22,198.86,174.56,199.76,184.67,132.95,174.92,193.71,193.48,171.98,183.7,173.46,187.75,175.61,104.45,193.85,127.05,196.91,187.76,190.8,136.2,155.75,183.25,158.98,175.61,135.14,154.7,121.07,176.29,194.32,184.63,169.88,137.09,188.3,46.535,198.96,177.48,113.79,196.97,176.24,148.36,183.54,189.91,178.74,168.5,184.35,188.6,199.48,192.5,171.18,141.47,79.668,199.59,112.78,187.31,168.54,102.91,194.48,177.82,174.57,150.14,183.68,164.92,151.94,152.54,133.13,146.58,158.58,156.62,125.09,181.27,126.39,157.8,144.98,161.21,176.56,159.8,151.61,171.61,185.82,178.32,178.16,172.77,174.18,137.05,171.61,181.01,137.28,178.52,153.09,171.18,187.35,172.88,177.66,199.7,183.56,165.61,196.27,163.33,188.98,170.13,178.3,176.96,172.82,153,196.61,163.72,166.14,170.47,184.64,185.39,136.79,153.7,114.86,173.46,198.41,135.17,194.35,149.5,157.34,141.47,151.36,191.13,82.552,185.27,166.65,162.22,152.61,189.02,188.3,174.96,154.91,167.33,188.51,197.75,153.86,170.29,195.27,160.93,198.28,180.41,162.72,152.24,176.4,198.22,128.59,120.79,175.55,189.22,183.91,199.17,196.42,131.9,146.84,179.07,147.3,189.11,175.4,162.32,168.25,199.79,104.93,165.94,170.42,164.18,158.77,190.78
197.45,147.06,174.87,198.26,153.86,173.57,187.9,164.42,159.05,154.44,193.71,177.88,137.93,188.09,189.88,158.99,167.36,142.88,195.35,176,179.86,189.04,164.44,196.88,177.41,180.18,172.54,175.61,173.42,162.35,167.32,168.97,168.97,181.87,193.28,196.86,180.44,175.34,199.04,191.5,198.71,183.22,166.35,105.37,118.82,180.99,199.32,196.43,192.87,196.26,180.15,145.69,181.55,193.8,195.16,190.03,155.02,193.28,180.95,184.65,196.13,197.6,127.26,162.12,112.87,195.02,185.07,197.42,166.81,195.94,150.37,130.08,171.32,184.2,169.17,188.22,198.83,186.98,198.05,178.9,132.4,188.97,163.13,177.27,189.38,171.37,140.81,182.06,82.944,145.81,177.59,184.67,168.97,174.96,182.31,197.76,164.75,177.72,173.78,169.52,197.51,175.19,171.98,199.62,164.56,180.61,175.22,146.98,133.76,196.38,191.21,141.38,154.94,182.29,168.26,137.77,154.39,170.24,179.84,175.72,138.13,190.68,148.44,191.72,185.4,195.33,191.45,160.36,146.9,181.53,187.48,186.91,195.15,192.74,199.36,145.29,165.12,163.93,139.28,187.73,199.44,174.13,189.02,144.58,195.88,197.73,198.44,165.21,198.14,191.28,192.97,195.11,158.76,185.2,170.52,196.26,179.91,177.97,175.76,183.97,182.4,163.29,179.29,182.96,184.78,177.63,170.38,191.48,136.49,170.05,196.92,159.09,180.34,108.93,138.7,169.02,176.58,193.18,135.21,164.48,197.07,175.23,168.78,97.91,110.97,197.43,193.12,191.06,191.37,166.5,171.32,189.61,186.34,184.45,177.6,147,177.26,198.03,189.72,150.53,196.07,163.48,190.18,157.01,116.69,171.51,146.83,103.72,158.27,196.64,167.73,195.85,194.49,175.1,148.06,194.78,168.98,193.62,181.51,176,190.05,167.71,170.8,165.79,188.72,174.13,168.14,176.88,171.12,170.91,148.89,124,194.56,177.49,183.21,182.04,151.81,161.97,196.25,127.75,177.92,137.13,114.18,192.6,195.73,186.16,190.45,158.21,166.5,179.92,188.88,180.43,151.34,195.33,179.89,192.9,158.14,174.66,171.64,172.91,190.88,157.45,173.65,178.36,185.93,191.14,141.92,197.94,173.95,163.64,170.09,187.11,194.95,156.13,161.85,164.95,179.67,177.55,196.81,185.37,187.78,184.76,180.54,152.43,195,185.32,177.41,189.05,148.41,188.84,163.44,174.31,171.68,184.56,112.45,195.65,198.03,176.33,199.63,130.11,180.44,189.39,186.19,166.02,164,103.59,198.75,169.5,118.12,158.23,168.49,185.84,112.47,150.75,197.07,157.97,166.75,104.41,190.11,184.04
163.77,159.72,193.52,190.43,125.75,117.09,196.45,187.86,190.31,157.11,184.58,194.07,176.12,163.02,196.61,167.16,195.45,181.99,158.04,169.11,180.19,190.2,183.56,183.6,114.08,177.08,111.04,152.53,188.94,194.41,143.71,195.89,191.79,199.24,182.19,137.64,199.54,198.56,183.31,148.78,164.83,187.19,149.6,199.3,174.53,190.79,190.04,130.02,186,99.765,194.72,190.84,189.52,192.38,185.57,53.994,179.45,155.55,178.5,193.56,161.51,153.9,189.79,185.47,190.91,89.081,193.32,192.89,194.64,178.89,188.49,192.94,188.79,146.02,182.39,144.38,180.06,169.73,152.14,171.71,194.77,191.49,186.23,137.65,176.88,178.1,113.09,189.96,173.73,121.03,198.67,191.37,148.71,170.45,152.63,154.47,196.13,190,176.36,183.46,199.47,175.94,133.02,168.86,178.13,183.79,185.65,197.88,188.8,162.13,185.23,199.63,192.15,181.49,171.27,161.87,189.44,177.8,186.6,39.945,157.59,170.6,146.32,189.97,176.07,114.25,179.85,192.12,121.23,76.189,172.27,194.28,193.61,172.24,184.8,180.55,199.55,117,172.43,190.04,139.12,158.85,187.34,189.15,161.56,176.35,170.58,167.2,193.75,193.78,188.34,198.96,186.17,187.39,169.14,158.9,124.33,191.14,189.59,112.98,136.86,100.04,199.35,195.61,192.45,163.71,157.05,167.73,130.99,159.38,155.59,177.05,171.19,192.4,191.19,150.21,152.23,190.15,162.06,196,189.39,185.01,194.94,162.42,188.51,173.72,163.29,177.07,183.56,186.76,174.14,193.48,186.45,174.84,180.68,193.92,171.91,189.91,177.05,187.17,162.51,178.27,190.82,175.73,157.09,183.46,140.68,197.94,192.68,170.42,177.66,192.19,175.3,178.5,175.73,196.83,159.09,168.1,143.23,162.97,169.39,188.85,194.19,173.08,198.38,197.65,160.82,174.47,177.66,130.21,196.84,164.27,173.61,152.14,185.3,189.19,156.18,194.44,169.29,153.17,174.36,197.25,163.87,185.05,190.03,163.93,168.67,158.84,184.94,144.91,161.79,194.99,119.09,193.37,196.05,182.49,155.8,128.66,168.49,172.48,173.08,178.34,179.18,147.51,189.86,153.98,187.36,176.7,162.25,179.42,174.44,186.23,177.55,182.95,163.73,161.86,103.17,183.94,166.52,148.46,198.26,182.11,163.21,196.41,179.56,185.95,196.8,178.29,185.91,178.36,184.51,196.5,171.98,150.52,196.38,182.15,172.63,136.47,121.4,185.91,155.04,166.74,196.67,186.36,168.5,198.81,154.9,198.77,193.69,187.29,177,191.18,194.31,193.61,194.91,169.68,188.04,176,197.33,192.52
74.056,194.06,198.59,192.01,193.49,116.72,118.96,123.06,124.49,187.13,161.91,156.45,188.88,148.31,154.04,190.53,159.59,187.7,155.52,176.47,187.58,169.67,158.39,177.84,122.28,190.73,192.5,187.21,188.74,169.06,171.37,137.07,144.73,196.15,164.41,184.43,189.34,164.23,186.41,169.01,190.68,188.06,193.06,197.87,114.55,177.53,155.54,171.32,105.93,199.66,187.04,184.58,172.77,144.94,187.67,197.42,186.21,168.1,153.52,163.38,148.92,151.77,199,128.59,135.46,196.35,191.29,158.29,186.69,166.49,186.06,148.97,197.74,179.23,179.03,136.87,181.69,157.07,183.31,156.29,120.09,173.94,150.85,152.58,185.01,147.09,166.17,189.65,167.2,177.5,191.31,111.91,127.47,161.02,143.63,161.94,196.59,174.77,161.82,194.11,169.76,180.16,184.85,117.75,140.39,178.76,171.21,170.23,149.62,172.89,165.02,175.61,90.637,174.54,167.75,188.47,171.7,177.57,185.27,197.49,150.27,187.18,170.17,158.77,192.61,114.11,199.33,117.59,157.81,194.61,158.28,133.41,159.86,171.95,198.11,187.64,152.44,198.56,148.69,151.96,178.89,144.27,97.758,195.15,145.32,190.45,199.66,170.73,163.38,165.91,198.99,190.7,137.09,184.61,189.82,192.69,198.21,179.23,178.8,198.14,195.84,167.22,179.46,178.95,176.03,167.8,118.35,161.77,122.63,168.85,178.71,178.7,178.99,128.85,103.73,177.35,160.75,103.09,166.5,183.89,183.68,166.28,176.62,150.56,187.6,165.32,198.63,194.65,180.44,198.8,162.19,197.58,182.41,121.93,186.77,133.51,187.99,161.28,187.49,154.84,181.87,178.7,160.5,77.026,188.9,180.42,190.92,155.35,159.89,185.11,150.33,193.06,159.96,161.84,164.24,197.64,193.5,187.71,177.72,190.45,118.69,174.12,197.09,122.16,165.76,168.02,182.95,149.52,88.927,166.65,182.63,143.69,187.43,169.21,148.22,111.25,82.297,143.25,177.14,172.58,158.84,109.14,131.6,178.11,192.41,162.15,194.09,196.73,189.58,186.13,131.18,157.15,194.26,131.68,152.04,174.5,154.64,167.25,182.69,151.99,195.52,197.84,195.21,180.31,112.4,118.88,181.63,159.15,141.74,103.2,188.73,199.5,153.75,179.2,170.81,178.82,169.38,197.3,190.05,180.71,90.492,171.19,160.11,179.14,107.25,166.53,171.92,187.92,169.01,192.62,140.33,167.59,110.35,178.79,195.3,154.44,194.2,189.61,116.56,155.88,122.05,182.47,184.58,194.31,153.95,195.22,150.2,184.34,197.83,116.04,173.98,74.72,139.67,185.77,185.41,126.82,179.07,172.18,189.74,197.86
157.09,175.8,65.233,161.12,191.79,141.06,185.13,162.63,186.66,171.27,158.45,174.14,141.97,180.24,156.44,181.08,151.95,185.98,175.26,177.9,193.47,185.17,197.27,165.32,184.29,135.09,179.27,83.793,194.71,131.04,179.61,154,174.89,127.59,167.65,186.31,154.88,195.95,191.45,193.02,75.767,198.35,183.61,191.91,194.25,160.46,189.95,188.11,198.39,84.989,172.03,190.6,181.53,180.87,185.49,192.21,189.23,142.04,181.83,189.36,119.76,187.32,176.89,177.09,181.01,195.15,173.94,182.85,169.79,177.56,179.35,189.87,194.79,164.16,177.27,175.82,157.12,176.13,190.34,183.79,197.17,189.46,181.15,171.82,171.56,187.16,191.79,186.75,118.55,189.22,198.67,187.46,190.92,148.61,166.37,192.2,166.42,190.5,180.42,180.54,184.54,154.34,190.43,155.66,193.51,151.02,170.35,175.39,159.25,164.66,147.34,184.22,161.53,183.27,172.44,169.15,156.69,198.97,198.01,109.26,184.63,178.05,199.54,187.18,189.5,199.34,198.46,174.3,122.19,176.41,194.45,197.46,175.69,199.28,190.35,193.9,144.65,126.72,183.31,187.07,163.69,185.29,198.51,195.16,169.68,187.9,145.75,195.15,185.6,126.66,186.79,136.7,197.25,185.8,189,142.84,195.08,196.16,196.15,194.94,192.93,167.76,171.39,193.05,189.62,198.75,172.62,187.24,187.82,198.48,164.52,198.09,192.85,198.38,145.06,134.17,184.79,118.89,187.11,197.07,197.03,137.26,153.11,199.62,187.08,193.9,183.46,184.06,159.45,197.07,141.86,159.39,152.12,199.65,188.72,134.35,194.04,138.71,195.6,178.53,193.38,175.96,181.69,177.55,162.12,194.89,177.66,162.8,82.091,39.277,190.74,197.63,193.02,138.07,195.41,193.77,167.03,155.55,192.61,147.76,179.29,162.68,178.77,184.23,193.46,191,196.57,123.68,181.36,193.95,126.4,182.64,155.55,191.63,171.78,140.51,186.59,153.81,166.04,170.62,199.8,133.29,197.76,171.28,151.97,157.09,184.18,188.43,183.44,189.81,157.93,90.293,176.41,193.84,173.58,198.25,180.11,183.49,158.24,140.49,188.27,159.11,93.195,184.5,172.34,196.28,144.02,189.28,178.45,168.51,166.8,123.5,170.87,194.09,184.22,182.09,190.86,154.54,162.26,182.19,181.44,135.19,93.255,185.42,151.88,182.7,175.04,185.44,197,184.04,167.46,169.07,144.89,130.22,113.75,199.14,194.92,182.77,191.83,144.46,189.77,196.36,180.44,181.32,178.9,195.35,154.98,115.79,188.41,184.92,117.1,178.92,199.18,175.67,178.43,157.41,196.24,186.26,121.26,185
173.38,196.53,194.25,117.3,178.79,163.49,166.91,198.64,169.89,194.72,160.48,144.89,130.48,170.93,110.39,184.61,143.62,112.89,186.22,189.82,178.01,186.6,169.32,188.2,171.78,190,182.9,194.5,182.16,131.44,192.31,171.22,184.75,193.78,144.25,178.95,155.83,196.87,192.19,187.62,156.23,109.43,179.03,172.16,180.61,186.56,178.52,192.2,196.27,189.79,114.23,184.22,180.29,181.31,160.9,199.53,190.15,151.34,177.95,154.96,174.3,165.92,186.67,130.27,181.37,143.16,182.69,197.18,191.81,143.24,198.2,183.65,196.86,149.58,186.6,194.66,170.13,179.94,173.79,131.09,192.38,135.32,174.02,177.31,121.07,177.08,170.1,172.14,133.17,184.73,163.8,174.38,171.14,163.91,126.24,191.69,196.05,194.03,178.23,183.83,161.82,194.34,169.01,122.14,145.18,162.66,168.66,56.459,196.26,163.48,171.97,152.78,164.63,166.63,187.82,181.92,180.52,176.64,133.6,186.61,108.12,171.81,195.56,160.63,188.01,166.73,173.06,174.63,177.43,195.28,171.13,173.36,167.55,156.51,186.19,110.18,192.02,190.56,178.27,185.4,168.88,174.29,184.83,194.52,177.54,117.87,188.36,116.68,189.94,183.4,132.53,185.77,193.59,198.68,181.88,165.41,175.93,146.64,187.02,177.48,188.02,199.69,131.68,128.65,188.31,175.85,75.936,184.23,146.37,194.15,191.92,178.52,140.17,178.97,184.29,174.54,179.93,92.215,190.4,123.18,194.68,122.06,139.36,168.33,153.13,148.07,197.76,172.65,142.34,192.73,180.48,191.9,187.69,186.2,164.69,168.88,167.76,168.16,191.46,185.25,153.31,180.82,133.49,196.91,170.83,163.05,147.61,186.13,185.16,188.25,142.94,174.45,198.31,153.76,168.51,123.98,193.46,133.95,192.98,198.1,193.37,160.91,156.85,191.34,173.19,171.48,194.14,166.21,177.46,142.11,168.71,191.84,175.59,95.009,96.738,186.63,189.91,180.86,178,133.52,194.33,199.8,172.84,142.34,197.64,159.86,190.92,174.86,181.23,188.85,168.12,195.32,185.21,150.08,113.8,176.86,194.44,195.95,160.13,174,194.68,179.65,182.75,198.24,187.81,127.5,196.97,188.7,199.54,114.49,155.18,190.37,185.36,173.51,153.52,133.22,174.55,195.78,169.59,187.44,170.14,157.84,101.7,186.22,154.23,154.96,182.69,161.98,133.7,182.46,184.94,194.16,190.84,149.27,136.97,114.34,140.49,163.83,197.62,191.31,186.15,194.49,186.82,181.7,192.85,192.89,59.313,171.79,160.94,198.29,105.61,129.95,148.92,174.72,153.24,184.95,93.495,198.45,176.4,132.06
175.51,188.29,192.13,140.34,187.23,192.44,184.22,69.54,177.41,180.79,172.02,187.79,197.18,133.76,197.61,171.21,198.5,178.38,136.45,162.86,148.5,185.3,180.18,155.49,192.89,181.75,190.6,196.87,190.11,159.99,85.767,185.29,190.94,184.72,187,164.21,183.48,163.23,198.68,141.43,198.1,182.23,194.54,198.33,192.29,126.62,184.9,128.12,100.85,135.98,124.52,173.51,176.09,197.24,192.77,131.7,191.17,49.973,139.27,143.51,189.99,198.44,146.13,177.59,143.9,188.02,183.29,165.36,192.68,168.12,173.33,130.14,117.82,168.42,197.43,179.17,191.59,164.82,145.88,167.83,181.84,185.5,180.73,188.6,193.64,178.16,168.82,130.44,158.81,199.52,148.88,189.1,165.74,195.04,163.94,197.54,189.74,191.65,190.6,185.85,182.91,159.79,195.98,194.54,186.27,177.83,160.15,196.73,168.62,168.06,193.38,168.32,193.64,153.9,194.22,160.13,168.44,199,174.49,182.01,106.2,68.299,165.69,169.14,148.77,152.93,162.5,196.3,179.12,193.19,171.08,171.81,136.97,172.27,194.46,190.59,170.27,81.049,187.39,173.39,154.53,108.87,161.49,193.54,187.64,154.51,145.77,113.93,165.52,191.87,147.61,193.91,177.75,161.22,172.89,195.31,184.85,197.2,180.2,80.752,145.7,167.01,198.47,191.04,186.75,179.89,195.08,194.47,187.86,177.04,185.91,177.66,197.84,189.63,166.05,191.39,184.52,186.2,138.4,183.88,181.83,132.97,84.97,165.56,182.66,164.75,139.82,142.5,196.64,199.16,187.98,180,162.32,103.12,173.69,164.94,111.4,165.62,157.45,173.64,191.85,167.16,175.58,194.63,184.16,185.77,150.91,107.34,173.4,160.31,145.93,115.19,189.26,166.47,69.744,62.224,181.23,195.13,117.7,191.57,168.75,157.76,186.14,164.8,177.54,169.88,167.14,149.51,189.95,193.93,143.38,141,155.83,173.66,192.92,175.13,120.64,181.63,174.74,135.66,139.39,170.9,182.56,189.72,179.54,155.84,169.28,195.58,185.84,99.355,180.78,161.26,183.45,182.38,166,188.41,148.74,171.09,124.75,191.59,128.87,168.18,153.78,181.09,150.48,176.57,180.02,155.45,168.67,199.51,180,123,184.38,180.47,156.62,198.21,179.82,159.55,188.76,165.93,104.03,195.46,131.31,147.61,176.28,198.78,160.56,181,151.65,177.45,198.8,125.09,172.18,163.19,173.95,155.05,154.33,185.91,182.14,179.79,138.09,180.39,171.08,170.81,175.89,131.29,182.13,179.65,131.93,173.1,157.3,184,186.31,155.39,108.26,181.75,199.25,167.2,198.82,117.79
164.03,176.87,155.34,169.63,188.4,195.52,191.64,190.58,148.77,195.63,186.3,135.32,133.58,174.7,182.46,189.73,149.83,187.08,188.76,192.33,194.91,177.17,191.8,181.92,115.99,180.18,138.23,144.85,192.97,195.42,192.64,94.614,166.44,187.44,193.62,92.471,166.16,171.95,180.5,196.52,181.71,189.02,167.57,197.77,199.4,196.27,155.64,68.933,191.39,189.35,143.71,171.66,132.95,183.83,184.85,151.58,179.75,155.03,192.47,184.14,191.88,199.21,152.55,148.84,172.44,181.66,161.27,174.57,171.92,169.18,191.54,191.73,87.607,187.73,186.6,196.45,195.01,194.32,187.6,192.7,111.6,179.23,135.56,141.57,194.96,162.54,100.96,177.46,199.53,194.34,197.13,105.45,163.34,163.83,155.29,189.94,194.84,170.44,144.81,186.46,178.98,173.36,73.703,170.94,184.29,128.86,163.01,183.92,196,176.49,196.61,171.38,188.92,191.04,180.89,195.57,197.27,120.65,194.96,180.81,191.78,173.96,164.04,108.92,147.41,175.2,181.22,172.42,185.13,178.57,168.97,171.88,194,149.65,199.37,149.68,152.27,178.56,156.46,38.715,193.26,198.41,194.41,174.46,192.47,179.81,191.5,161.48,162.35,160.96,153.17,116.96,167.46,180.56,191.39,172.57,180.35,118.13,171.93,175.36,179.98,168.93,178.6,119.83,192.17,185.98,157.37,150.14,189.09,198.99,166.19,196.68,138.5,187.45,179.82,143.6,190.38,163.01,157.19,190.27,173.58,129.67,99.04,174.18,198.47,159.97,159.76,56.599,166.74,149.5,145.57,189.1,183.6,155.45,104.84,195.51,182.5,137.84,137.23,151.73,165.08,151.67,155.9,167.19,145.72,135.31,151.69,173.84,171.33,119.8,99.05,146.82,134.86,189.2,185.52,193.25,137.35,129.43,191.24,197.81,140.73,170.21,167.13,127,164.35,181.7,165.89,72.546,139.16,165.01,149.13,89.764,191.28,173.52,140.53,177.04,134.74,166.37,198.74,181.55,145.53,179.6,154.22,190.7,171.08,134.73,170.86,159.95,89.456,184.51,130.45,155.59,192.73,172.92,157.01,192.39,179.93,161.67,194.71,193.77,169.8,199.8,197.59,120.92,173.57,198.68,165.71,170.94,195.59,175.33,182.18,191.91,173.65,195.14,186.56,185.92,156.05,155.36,157.68,139.2,168.6,199.64,167.91,188.99,157.25,110.04,149.75,190.74,174.8,185.97,109.89,178.76,196.08,184.47,196.22,166.36,185.9,163.49,160.7,197.39,165.43,164.06,104.09,169.39,185.41,123.85,184.15,190.52,193.86,185.85,198.41,178.82,189.08,139.07,146.27,150.85,137.11,197.42,133.09,188.4
195.77,197.33,188.88,165.3,181.97,134.22,168.27,195.08,134.62,131.86,109.37,183.53,173.47,112.82,197.09,152.67,150.9,185.64,162.65,129.41,155.21,175.19,198.52,187.91,164.67,180.79,193.13,143.36,185.73,193,113.65,187.97,192.19,194.98,184.96,191.91,99.668,160.59,187.38,198.01,193.24,40.652,193.1,178.06,152.38,169.95,158.95,196.75,128.37,171.61,191.31,173.22,178.14,71.207,177.39,182.43,185.01,179.21,199.08,173.73,184.13,194.72,151.99,187.67,195.2,163.23,119.62,190.81,196.66,163.56,184.58,184.59,161.41,174.85,191.07,185.17,182.68,179.67,178.9,178.08,186.9,184.9,197.34,198.28,176.97,193.16,197.27,167.32,192.54,174.91,146.3,179.09,151.58,161.71,56.962,141.7,185.77,112.46,175.9,187.72,183.93,188.43,97.767,175.73,194.01,165.26,194.75,174.83,195.85,165.77,157.1,118.64,161.53,182.37,61.056,197.7,180.37,191.23,148.52,199.73,158.18,119.54,193.76,188.76,185.91,159.24,192.63,161.81,196.92,119.85,181.12,181.15,181.11,185.29,184.54,183.1,169.26,178.38,175.78,164.68,44.684,90.337,152.74,101.37,178.85,116.79,191.62,137.53,129.45,183.74,191.82,170.98,188.73,193.97,162.38,143.7,170.24,198.91,150.49,197.23,178.1,153.91,173.99,192.08,37.979,132.69,193.81,158.3,180.58,106.96,122.57,133.56,165.96,170.34,184.43,147.56,186.39,122.51,191,150.77,183.59,167.59,167.9,186.98,175.16,180.18,48.503,176.31,189.34,94.938,163.58,191.91,112.05,173.87,184.68,166.33,111.17,84.861,193.03,183.97,189.78,179.57,163.03,178.47,165.98,165.99,163.74,195.47,188.63,126.21,189.61,181.59,177.65,195.52,182.94,145.35,181.5,168.05,165.52,117.96,159.73,184.5,197.82,198.02,189.78,97.889,154.63,150.48,168.73,172.33,151.99,173.91,189.42,185.04,179.64,181.81,145.16,153.51,146.33,114.89,180.58,195.8,176.74,177.84,164.24,150.31,198.82,183.9,197.82,171.68,194.79,180.77,149.52,185.34,160.77,170.45,148.72,125.95,193.99,151.63,195.74,171.47,159.87,199.67,193.76,183.85,120.01,194.42,162.02,182.92,150.13,197.94,145.69,181.69,198.66,181.23,190.8,184.12,175.1,159.39,95.282,197.49,145.04,157.92,180.77,192.34,146.36,136.38,156.68,155.91,154.01,184.11,155.28,183.84,128.89,198.27,167.48,163.64,147.47,178.47,152.32,163.95,155.25,198.36,179.86,147.23,186.85,178.8,172.09,158.54,187.62,157.35,86.646,178.71,174.56,180.99,199.8,139.49,167.15,140.38
158.74,195.47,83.701,157.6,156.25,192.25,171.95,165.26,167.02,196.28,178.46,154.26,191.79,179.51,162.21,163.78,150.83,181.12,128.64,181.97,148,190.89,173.62,192.44,127.34,186.45,177.91,117.81,193.96,162.66,169.72,174.38,179.24,198.93,199.24,193.82,160.24,177.96,174.77,189.49,194.52,190.26,195.66,192.61,198.37,197.1,198.68,93.508,165.81,195.38,171.3,127.01,159.81,156.14,189.46,194.79,193.38,173.61,98.797,151.08,185.4,135.12,160.7,189.42,187.69,195.76,189.41,137.96,187.82,132.2,51.933,189.25,95.72,163.85,153.44,176.26,167.33,191.71,175.43,188.24,166.08,196.04,191.41,193.47,187.03,167.95,199.48,165.38,190.41,161.31,186.4,156.05,199.38,135.28,147.17,132.78,105.36,170.29,158.41,132.27,194.93,193.03,141.66,187.05,151.03,160.7,198.6,180.43,191.56,183.17,94.582,149.02,187.68,190.81,197.86,179.89,179.07,152.88,166.51,189.64,186.45,181.96,191.38,193.01,172.46,169.99,186.88,162.99,196.47,154.11,170.13,187.71,173.69,166.31,178.47,179.33,144.87,189.66,154.84,110.65,165.18,159.79,107.15,132.94,112.17,170.68,167.55,181.26,153.14,171.16,182.1,118.06,180.72,176.66,148.9,187.55,198.56,171.23,198.63,149.64,185.37,94.883,178.91,167,197.94,156.6,127.7,161.71,185.79,148.55,171.13,131.57,189.43,195.43,177.25,157.48,195.36,164.57,195.74,194.48,130.32,144.14,176.51,177.29,129.9,194.7,181.69,134.41,197.34,181.01,161.14,179.99,187.61,195.45,175.06,141.84,180.44,154.98,190.2,176.49,181.6,136.45,141.62,130.56,199.11,137.6,194.55,195.54,164.53,188.12,168.76,180,178.02,170.8,172.76,153.83,185.99,158.18,142.23,168.51,194.77,134.26,171.36,184.53,177.91,191.1,166.75,174.98,143.17,199.76,195.57,180.24,185.14,176.35,171.38,155.73,176.49,196.91,141.18,147.64,185.1,152.21,165.66,197.43,177.73,193.03,194,159.56,169.55,148.05,169.38,149.88,188.23,167.8,135.61,180.6,158.38,183.26,186.65,164.76,181.92,168.37,180.87,120.66,190.38,179.53,183.07,195.46,185.25,174.88,159.52,168.7,174.28,192.07,165.21,183.92,160,126.51,184.7,154.58,194.39,198.49,150.37,181.24,183.38,177.87,179.09,130.58,172.96,137.52,89.535,165.79,162.9,174.1,126.18,157.67,110.75,197.91,197.85,191.19,190.3,181.53,141.63,98.165,171.48,194.37,187.46,133.86,146.33,114.62,135.3,181.68,195.55,185.27,158.37,189.34,195.98,155.61,196.91,193.38
