145.04,194.19,154.41,199.41,180.43,168.16,156.91,165.33,178.37,136.69,159.24,196.52,152.05,192.09,141.41,155.73,196.41,162.25,126.92,41.37,190.64,134.49,137.2,198.24,166.66,180.56,47.678,175.4,175.3,118.42,165.21,155,186.02,184.59,198.77,164.15,190.18,90.465,176.63,191.02,187.56,84.678,129.43,173.09,149.65,133.63,169.99,119.43,110.45,172.95,195.01,169.65,152.17,92.189,194,175.51,153.9,116.45,133.87,177.69,151.05,188.32,120.55,193.27,145.01,130.23,121.82,188.96,165.32,41.409,175.38,154.96,185.69,199.2,185.8,181.62,184.19,193.99,114.86,174.55
187.84,115.69,107.48,117.96,150,153.7,199.46,195.06,60.314,118.35,190.73,170.13,140.45,193.85,186.84,133.58,165.28,198.41,126.88,124.52,192.2,177.68,173,171.61,151.64,130.18,168.71,198.47,115.59,177.32,173.86,190.98,98.675,199.21,191.27,131.71,176.02,163.4,128.22,127.88,172.72,191.71,132.04,147.72,199.01,188.02,174.23,159.81,147.98,134.56,144.01,180.01,188.14,174.25,167.49,193.13,144.17,191.81,193.67,60.77,140.23,134.15,184.13,177,154.81,165.22,112.98,132.12,177.65,190.61,107.28,194.59,140.8,177.61,167.23,173.17,165.61,179.15,183.9,156.03
181.99,153.86,149.08,159.22,195.41,176.56,98.55,194.06,198.25,134.09,170.09,150.21,130.37,165.08,105.64,155.38,171.04,145.04,185.51,124.01,134.27,181.79,177.52,165.27,180.82,128.15,190.85,115.83,178.65,167.73,193.26,174.02,174.19,157.62,164.34,129.44,162.55,176.01,127.84,176.44,166.69,105.81,163.51,170.64,186.24,198.85,146.86,115.27,154.61,174.01,182.95,138.27,185.64,158.63,192.57,196.85,149.38,196.05,198.96,162.86,177.53,181.97,154.82,129.96,129.52,127.56,159.48,171.96,170.04,124.14,173.37,197.56,187.52,194.69,157.14,149.73,176.54,187.93,192.84,143.82
117.98,190.68,170.59,153.4,188.55,183.81,176.97,188.09,152.66,147.97,176.47,155.35,157.53,146.29,122.63,162.93,135.74,161.18,169.57,186.83,147.05,162.22,184.71,188.86,147.54,152.83,178.45,149.16,91.395,163.99,58.828,185.51,147.61,182.06,144.64,156.69,187.79,95.477,150.99,152.88,196.69,160.42,198.27,157.28,177.65,144.68,186.41,173.66,184.41,140.45,157.8,197.7,134,181.89,166.43,198.79,186.77,84.695,160.08,181.98,164.53,173.85,150.62,199.42,145.35,137.31,90.762,153.14,180.56,160.15,193.73,163.5,180.06,138.08,79.896,193.63,122.41,60.585,176.64,191.95
104.06,186.34,151.85,131.12,183.41,157.59,186.99,186.21,136.64,117.26,148.85,192,171.96,193.33,171.95,115.16,159.21,170.05,179.98,154.67,157.23,109.44,144.41,193.33,170.83,126.88,198.85,155.66,115.53,145.15,162.08,120.84,172.9,193.04,179.74,157.2,139.85,150.04,182.57,133.62,162.02,189.95,141.33,93.428,98.747,190.46,189.63,182.89,50.451,186.08,197.98,149.08,121.54,159.87,112.92,164.17,156.84,198.66,167.79,182.85,173.38,188.67,182.14,168.61,188.07,198.88,173.94,137.59,165.38,183.64,183.65,164.72,181.63,190.01,183.63,199.5,111.63,148.91,142.48,160.83
68.418,154.38,179.07,111.21,127.18,123.4,149.83,190.2,125.23,186.12,158.12,157.81,145.89,116.61,173.6,167.39,158.54,187.04,130.56,195.79,160.97,146.81,124.66,186.31,165.7,105.84,101.51,76,131.36,169.11,123.9,199.53,143.5,142.53,187.37,79.005,197.91,165.86,189.48,177.49,197.8,191.28,172.99,156.11,194.02,199.08,78.038,191.74,153.34,153.24,194.44,184.46,154.78,189.23,191.84,179.96,171.59,156.14,192.78,183.72,194.34,132.02,152.51,194.24,173.15,129.69,175.06,194.18,195.47,160.79,181.86,159.39,190.98,191.08,137.21,120.64,194.52,186.22,180.37,183.76
141.18,167.74,198.87,106.57,181.11,191.42,189.78,167.79,179.58,143.79,199.8,198.48,182.85,196.19,189.63,132.62,198.43,162.9,163.31,173.25,82.363,161.67,124.72,161.66,146.59,197.44,166.31,187.41,180.72,176.46,159.52,167.49,177.46,189.1,178.02,121.03,198.95,153.64,178.62,193.2,133.09,188.93,176.39,140.78,160.83,198.39,153.44,178.73,185.32,184.89,176.13,176.74,133.82,156.51,198.57,183.8,188.11,180.89,184.04,175.42,179.22,79.232,194.98,154.98,193.77,190.34,160.83,198.5,162.83,149.43,195.39,157.43,168.52,185.96,168.49,197.58,153.52,143.37,140.58,178.13
185.16,169.71,171.55,184.93,174.98,164.03,189.54,188.54,91.77,184.95,143.68,161.19,181.52,135.38,183.53,192.6,173.43,185.56,199.78,153.98,177.02,135.31,147.02,198.58,99.663,139.76,140.77,177.87,172.44,165.09,181.43,183.93,195.32,168.64,169.08,163.85,177.52,183.69,135.85,163.77,104.19,163.61,189.02,163.43,187.55,176.03,150.15,191.8,167.31,125.15,156.35,189.24,189.14,181.3,194.34,154.29,172.18,160.96,188.22,170.72,185.85,119.95,92.904,161.57,192.64,194.01,197.07,174.7,116.06,171.84,195.22,153.08,195.38,183.06,167.14,196.11,164.54,134.96,199.54,126.11
165.88,180.2,199.7,176.05,191.92,164.89,196.72,129.74,186.29,162.47,182.31,192.9,153,149.27,161.59,167.8,158.63,178.67,191.23,193.75,145.55,150.43,84.806,161.04,190.65,128.27,158.81,126.59,144.61,183.49,165.27,127.18,199.14,161.69,195.5,184.59,193.64,184.39,192.18,168.18,164.68,162.21,98.558,69.771,196.52,52.826,131.04,195.88,196.48,140.16,142.92,195.66,150.68,91.352,195.88,149.42,193.9,156.11,120.73,92.893,182.42,188.3,138.68,115.89,123.4,163.18,104.22,166.65,173.16,157.77,151.65,189.72,194.45,113.03,129.66,147.3,172.75,188.69,175.42,180.26
170.17,194.43,181.72,189.27,132.37,189.44,120.45,160.86,164.99,187.36,155.41,162.57,158.77,155.69,195.66,180.86,189.98,182.64,161.4,124.47,146.08,178.18,192.16,187.29,176.71,91.47,126.89,88.137,160.01,183.59,185.36,179.27,143.47,186.78,127.41,188.4,194.45,137.71,187.2,128.56,185.55,153.89,161.09,164.52,130.37,195.84,159.7,182.04,94.948,189.88,199.1,149.54,132.41,183.22,130.8,186.48,192.05,139.09,133,158.2,134.28,151.78,176.31,176.72,173.79,171.43,170.63,180.29,148.86,136.7,194.8,194.98,187.51,162.89,181.62,170.57,125.73,165.7,186.87,192.07
