1205,713,1185,707,1471,790,708,1180,42,29,1435,739,29,1419,28
1454,1478,1242,427,1396,689,569,872,6,33,881,1629,1339,965,4134
2145,857,3464,408,1878,740,1787,3351,11,28,5189,1099,1,4747,13
857,676,1522,2887,1192,932,753,900,6,32,59,1363,916,698,854
958,708,602,615,1340,811,1669,587,31,652,1765,1015,950,560,782
780,778,786,642,956,811,902,757,776,595,727,740,756,811,1035
521,835,727,851,1244,1046,549,708,118,711,856,691,1460,602,600
1371,418,3017,968,2764,883,484,2128,96,32,82,1742,1590,484,629
518,596,1645,538,581,456,1163,748,6,23,820,1321,594,393,813
755,759,531,762,990,972,981,747,112,923,942,916,962,864,920
611,560,646,542,661,493,912,990,98,610,940,1056,593,673,651
739,741,1827,749,1813,522,597,813,5,5,470,439,1114,929,718
919,34,569,889,2657,1077,722,967,6,17,1935,608,1213,523,1335
1087,15,978,476,12,524,474,1012,8,8,97,15,15,159,7
653,818,743,410,14,3,1033,886,17,913,1403,15,14,239,1200
688,636,917,688,683,743,892,851,747,832,860,688,673,1029,629
673,662,924,779,1044,839,739,635,635,746,664,618,672,700,622
743,1136,831,845,461,639,946,548,761,653,666,742,757,616,803
649,609,1213,611,575,700,774,737,789,551,596,800,737,550,872
636,19,976,1649,19,845,1035,1036,6,12,1276,1721,1686,1015,747
1197,19,4,1775,3021,4,4,2769,4,4,1256,1665,4,526,574
1466,554,744,1347,812,1166,688,774,20,65,961,1218,1089,746,748
740,589,871,515,27,824,1229,672,489,12,1128,863,1033,519,1229
1394,19,23,451,31,23,23,801,23,23,19,41,1508,813,23
1289,1283,1008,631,710,1009,575,591,15,814,788,931,657,15,729
1070,668,893,672,741,964,523,745,15,1226,677,2003,660,15,904
1721,742,1581,1805,1676,723,1017,1680,18,897,1361,696,2013,23,1002
1124,1425,845,1411,1398,27,515,1900,27,1037,1268,1186,746,23,828
1007,549,549,1251,203,609,549,588,22,1153,1207,585,189,24,456
1688,788,1157,578,1511,452,597,559,23,956,698,1003,887,23,920
