50347,50347,50347,50347,50347,50347,50347,50347,50347,50347,50347,50347,50347,50347,50347
50330,50330,50330,50330,50330,50330,50330,50330,50330,50330,50330,50330,50330,50330,50330
50330,50330,50330,50330,50330,50330,50330,50330,50330,50330,50330,50330,50330,50330,50330
50326,50326,50326,50326,50326,50326,50326,50326,50326,50326,50326,50326,50326,50326,50326
50337,50337,50337,50337,50337,50337,50337,50337,50337,50337,50337,50337,50337,50337,50337
50338,50338,50338,50338,50338,50338,50338,50338,50338,50338,50338,50338,50338,50338,50338
3,3,3,3,3,2,2,5,3,3,4,2,3,3,3
3,3,2,2,2,2,11,2,2,2,3,2,2,2,60
2,2,2,3,3,3,3,19,3,2,4,3,3,2,2
2,2,12,2,2,10,2,9,4,2,4,4,2,2,2
3,3,5,3,8,8,2,3,3,2,4,10,8,12,3
4,2,9,2,2,2,13,2,9,9,4,2,3,9,3
2,3,2,3,2,2,3,2,3,2,3,3,2,4,2
2,2,2,2,2,3,2,2,2,3,3,2,3,2,2
2,2,2,3,2,3,5,3,2,2,2,2,6,2,6
2,2,2,2,2,3,2,2,2,2,2,2,2,2,3
2,2,3,4,4,2,2,2,5,2,2,5,2,5,2
3,4,3,2,3,3,3,3,3,3,6,2,3,3,2
