4.0219,0.91821,0.89561,1.8706,1.4356,3.2209,1.2442,0.97561,1.6176,1.5454,2.7034,1.3216,2.2297,1.8847,3.6576,3.5512,3.8976,3.7628,4.9906,3.8414,3.6879,3.6979,3.8242,4.6775,4.0069,4.3159,4.1748,0.65484,1.4356,1.0963,3.3239,1.1147,0.96522,1.6716,1.6355,2.6419,1.2896,2.1888,1.7998,1.6061,1.1103,3.2333,1.0624,0.76882,1.3396,1.3405,2.6685,1.2286,2.1509,1.7545,0.91835,3.7478,1.9557,1.8775,2.2265,2.1805,3.0313,2.125,2.8165,2.3812,3.1895,1.292,1.2083,1.6972,1.7132,2.7861,1.632,2.3258,1.8546,2.6689,2.891,2.6419,2.6106,3.904,2.8836,2.6805,2.3814,0.71053,1.373,1.5005,2.6435,1.0675,1.7306,1.3949,1.3882,1.4297,2.6554,1.162,2.0046,1.5294,0.82882,2.9019,1.4826,2.0206,1.7409,2.5332,1.3483,1.974,1.5753,2.0248,2.2803,2.1239,1.3473,1.1035,1.061
1.2549,1.5015,2.1624,1.3431,0.9556,3.1523,1.8914,2.5096,1.3054,1.3651,2.7327,1.8843,2.094,2.1151,1.9628,2.7663,1.6686,1.1659,3.2158,1.6749,2.2881,1.4309,1.6625,2.8848,2.2292,2.4184,2.3842,1.4218,1.0584,1.9416,3.4679,2.4375,2.842,2.0922,2.1315,3.1899,2.5006,2.7021,2.7232,1.4961,2.6919,3.8327,2.8733,3.0376,2.6387,2.7266,3.5908,2.9785,3.1344,3.138,1.7154,3.342,2.0603,2.5313,1.7766,1.9345,3.0671,2.3531,2.5225,2.5167,2.8765,1.624,2.3058,1.0111,1.0807,2.5204,1.5511,1.7459,1.7801,2.8978,3.004,2.6987,2.5195,2.9624,2.4569,2.4756,2.6993,1.1358,1.2262,1.9469,2.6985,2.0432,2.2297,2.0826,1.9492,2.5533,3.1084,2.6494,2.6473,2.6565,1.331,2.5233,1.6254,1.8923,1.8224,1.9781,1.1145,1.3937,1.3181,1.9793,1.4301,1.8631,1.5141,0.68341,1.6412
1.9899,1.3488,1.5476,1.3533,1.3835,2.3131,1.9688,1.9704,2.5476,1.9974,3.1927,2.7895,3.0578,1.7793,1.4685,1.9649,1.9076,1.7763,2.1433,2.0346,2.0993,2.8907,1.8786,3.3624,3.0152,3.2224,2.2959,1.19,1.2628,1.4904,2.0328,1.7796,1.6888,2.4769,1.584,3.0971,2.6732,2.8845,1.6133,1.8123,1.6602,2.3688,2.0693,2.1211,2.797,2.1553,3.4411,3.0192,3.1478,2.1,1.2259,2.0025,1.4316,1.3746,2.0142,1.4675,2.8689,2.3592,2.7116,1.0567,1.9654,1.6004,1.643,2.1479,1.5894,2.9891,2.4241,2.7483,1.6127,1.6195,1.3729,2.045,1.5841,2.7879,1.9804,2.1852,1.9735,0.81609,1.6588,1.5039,2.8038,2.0108,2.5194,1.6593,1.3175,1.2675,2.6047,1.6418,2.2507,1.4677,1.6384,2.7352,1.3423,2.3133,1.9871,2.3345,1.6637,2.1917,1.3437,1.6429,1.6465,2.1762,1.4945,1.8894,1.9816
1.556,1.2164,2.2854,1.132,1.2848,2.0444,1.3373,1.7349,1.1385,1.3301,1.8461,2.3185,2.5494,2.0946,1.6121,2.1921,1.6015,2.0517,2.3798,2.0804,2.0537,1.5129,1.8918,2.5144,2.8345,3.0921,2.7466,1.439,0.94821,1.4508,2.2108,1.4446,1.888,1.3391,1.5075,1.9893,2.4341,2.6545,2.3224,1.4912,2.3404,2.9645,2.4778,2.6588,2.4275,2.3382,2.8151,3.1743,3.3523,3.1116,1.3826,2.1707,1.3871,1.572,1.294,1.3603,2.0109,2.4084,2.6593,2.2369,1.5023,1.0932,1.5913,1.1371,1.1748,1.5412,2.038,2.0242,1.4857,1.9084,1.7841,1.5295,1.4266,1.5017,1.867,2.0171,1.5397,1.1413,1.0199,1.3401,1.8571,2.1627,2.264,1.784,1.1161,1.4857,2.0197,2.238,2.4996,2.0092,1.0674,1.622,2.0107,2.2019,1.7058,1.2862,1.6816,1.9761,1.4613,1.3061,1.3833,1.2065,1.1894,1.4704,1.1404
1.4863,0.86571,0.99498,0.9669,0.94667,2.589,1.1163,1.3654,0.91253,1.211,1.6751,1.9596,1.7116,1.7151,1.1163,1.6217,1.8443,1.6351,3.0178,1.7605,1.8756,1.5622,1.6184,2.2425,2.4468,2.2204,2.1339,0.80777,1.0975,0.97248,2.7021,1.2303,1.2992,1.033,1.211,1.7719,2.0573,1.7814,1.717,1.0706,1.2944,2.7645,1.4134,1.3786,1.2046,1.4626,1.8124,2.0921,1.9065,1.8771,1.0835,2.7217,1.3317,1.3618,1.089,1.3531,1.8179,2.0132,1.8183,1.8031,2.4263,0.73405,1.1546,0.78887,0.93214,1.587,1.8444,1.3057,1.3472,2.1974,1.9168,2.2233,2.3352,2.365,2.8808,2.5508,2.3449,0.96303,0.80098,0.81938,1.531,1.8758,1.1993,1.2483,1.1165,1.1735,1.6132,2.046,1.5421,1.4496,0.77796,1.4674,1.7783,1.3261,1.2495,1.319,1.5602,1.0379,1.1536,1.165,1.2645,1.1775,1.1775,1.2785,0.99105
1.9399,1.0633,0.84655,1.1667,1.0872,1.9032,1.398,1.369,1.4076,1.745,1.4935,1.9462,1.4576,1.7354,1.4674,1.6379,1.9264,1.9562,2.5616,1.9267,2.1844,2.2143,2.2807,2.1807,2.5118,2.232,2.3437,0.83731,1.1259,1.4339,2.1553,1.5689,1.7264,1.723,2.0127,1.8148,2.1673,1.7817,2.0369,1.0864,0.94742,1.943,1.394,1.3559,1.3842,1.7137,1.3897,1.9164,1.3494,1.6456,1.5484,2.2673,1.7263,1.8294,1.9647,2.1795,2.0177,2.3168,2.0469,2.2076,1.558,1.0921,0.96243,1.0985,1.277,1.0166,1.627,1.1719,1.2556,0.92228,0.8245,1.6924,0.98788,1.8876,1.3953,1.9305,1.4584,0.73028,1.5406,0.95838,1.4725,1.2117,1.5042,1.0606,1.2715,0.71713,1.3548,1.2774,1.4089,1.0998,1.5919,1.5073,1.8321,1.5342,1.6915,1.3267,1.0973,1.4622,1.0668,1.394,0.55802,1.1183,1.4083,1.007,1.0105
2.2746,2.3902,2.2579,2.5929,2.4159,2.508,2.6796,2.465,2.5503,2.5219,3.0075,4.6852,2.6947,2.6737,1.7669,1.6541,1.974,2.0489,2.1414,2.0697,1.6418,1.9447,1.7089,2.3353,4.3504,2.2192,2.1785,1.2133,1.5029,1.5934,1.7739,2.1277,1.8953,1.8532,1.8215,2.2695,4.3111,2.0933,2.0704,1.5762,1.0847,1.5887,2.045,1.5488,2.0974,1.7506,2.1924,4.2874,1.9005,1.8747,1.6869,1.8171,2.0944,1.7737,2.2411,2.0792,2.4554,4.261,1.9181,2.1129,1.2946,1.8839,1.5814,1.9167,1.9438,2.1685,4.2714,1.9324,1.7536,1.639,1.2862,1.5379,1.7665,2.0271,4.0551,1.395,1.3009,1.2543,1.2753,1.6216,2.0987,4.2327,1.8981,1.7241,1.5376,1.2923,1.8969,4.1043,1.3479,1.439,1.4234,1.9047,4.1648,1.8892,1.6369,1.2811,3.6264,1.3402,1.5081,3.3956,1.4411,1.5508,3.1861,3.5183,1.1897
2.3905,1.7222,2.6447,2.1572,2.7671,2.8363,2.7597,2.5323,2.7017,2.794,2.8187,3.4266,3.4878,3.75,1.9117,2.4231,1.9863,2.3952,2.6072,2.3507,2.1587,2.0861,2.0307,2.2376,3.1995,3.0922,3.5324,1.8213,1.5337,1.9219,2.2916,2.0062,1.8849,1.7632,2.1531,2.2167,3.0197,2.9691,3.4072,1.172,1.6063,2.2047,2.2624,2.2006,1.9153,2.3519,2.3946,3.1363,3.0381,3.52,1.3275,1.8237,1.9798,1.8717,1.7731,2.0166,1.9632,2.7913,2.7263,3.1797,1.3458,1.6888,1.9037,1.6106,2.057,2.144,2.858,2.6722,3.2805,1.1109,1.8158,1.5644,1.6439,2.001,2.5306,2.3756,3.0327,1.5285,1.0797,1.3198,1.7337,2.4652,2.3211,2.9674,1.1252,1.5454,1.5305,2.568,2.4159,2.99,1.1848,1.3791,2.5321,2.3568,2.9558,1.0674,2.1598,2.0942,2.7107,1.9786,1.818,2.4056,0.81088,0.95692,1.0437
1.7477,1.0608,1.7146,1.8253,1.5084,1.4337,1.433,1.1511,1.6823,1.3782,5.3808,1.8698,2.743,2.9005,1.3992,1.9421,1.6281,1.8726,1.818,1.9109,1.325,1.5703,1.7535,5.5491,2.1622,3.0165,3.2501,1.1392,1.2127,1.3293,1.3669,1.412,1.0609,1.6362,1.344,5.4087,1.7183,2.69,2.895,1.5836,1.3741,1.6407,1.6888,1.5133,1.95,1.5724,5.5013,1.956,2.808,2.9768,1.7694,1.9078,2.1244,1.6028,2.1779,2.0314,5.6208,2.2367,2.9926,3.2639,0.98612,1.0631,1.0254,1.4958,1.142,5.3227,1.5801,2.3546,2.418,0.64387,0.8061,1.1137,1.0132,5.2865,1.4197,2.251,2.3285,0.88724,1.0743,1.0564,5.3042,1.4395,2.2898,2.3099,0.97802,1.0182,5.316,1.5299,2.4678,2.6272,1.155,5.3711,1.7855,2.552,2.6561,4.7993,1.1007,2.0372,2.2123,4.2973,3.5215,3.7801,1.5508,1.7907,0.87823
3.5479,1.7905,1.3371,1.4196,1.4063,3.1096,1.6251,1.4897,1.2559,1.8107,10.326,2.1565,2.0149,1.9671,2.5477,2.7747,2.7292,3.314,4.4361,3.3805,3.3629,3.6385,3.7649,10.836,3.8033,3.8533,3.9511,0.88687,1.0575,1.185,3.1827,1.6223,1.5907,1.6422,2.0359,10.357,2.1902,2.2205,2.2587,1.1453,1.0528,3.0597,1.5264,1.4364,1.303,1.823,10.33,2.01,1.9909,2.0611,1.3282,3.1558,1.5541,1.3662,1.5404,2.0046,10.346,2.1855,2.1257,2.1194,2.7146,1.1156,1.1549,1.0694,1.6211,10.282,1.9631,1.6759,1.647,2.3375,2.5494,2.4989,2.3897,10.5,3.1291,2.9492,2.7868,0.73619,1.0351,1.324,10.238,1.9696,1.6291,1.4838,0.88798,1.412,10.248,1.8712,1.6269,1.4936,1.2225,10.251,1.8287,1.7516,1.6453,9.8076,1.5509,1.5746,1.5155,9.0549,9.3152,9.2654,1.2899,1.5469,0.61338
