1.0227e+09,1.0244e+09,1.0263e+09,1.0236e+09,1.0228e+09,1.0234e+09,1.0242e+09,1.0258e+09,1.0257e+09,1.0259e+09,1.0269e+09,1.0263e+09,1.0228e+09,1.0243e+09,1.0283e+09
1.0722e+09,1.0743e+09,1.0758e+09,1.0776e+09,1.0732e+09,1.0741e+09,1.0743e+09,1.0752e+09,1.0754e+09,1.0757e+09,1.0767e+09,1.0771e+09,1.0731e+09,1.0749e+09,1.0781e+09
8.8688e+08,8.8846e+08,8.9012e+08,8.8856e+08,8.8717e+08,8.8782e+08,8.8826e+08,8.8946e+08,8.8957e+08,8.896e+08,8.9058e+08,8.9021e+08,8.8723e+08,8.8886e+08,8.916e+08
8.483e+08,8.4975e+08,8.5122e+08,8.495e+08,8.4859e+08,8.4924e+08,8.4988e+08,8.5082e+08,8.5079e+08,8.5095e+08,8.5189e+08,8.5134e+08,8.4851e+08,8.4969e+08,8.5285e+08
1.0629e+09,1.0636e+09,1.0667e+09,1.0639e+09,1.064e+09,1.064e+09,1.0636e+09,1.0667e+09,1.0677e+09,1.0658e+09,1.0665e+09,1.0666e+09,1.0624e+09,1.0673e+09,1.0686e+09
5.4114e+08,5.2245e+08,5.3824e+08,5.0506e+08,5.2564e+08,5.146e+08,5.1227e+08,4.6035e+08,4.5931e+08,4.567e+08,4.5806e+08,4.5854e+08,4.5577e+08,4.567e+08,4.6097e+08
19576,34528,26251,1.3234e+05,1.7079e+05,5.3354e+05,4.1391e+05,1.4344e+05,91967,1.0084e+05,29982,45486,63964,1.3927e+05,63372
20406,37254,2.3246e+05,3.6087e+05,3.6217e+05,5.4288e+05,1.3754e+05,38044,1.2325e+05,1.0041e+05,49447,1.2257e+05,2.6979e+05,3.3368e+05,62303
7960.6,21611,70634,31689,41637,5.726e+05,1.5937e+05,32367,27358,34912,25795,31493,61663,1.1055e+05,58989
4943.5,16264,7296.7,32957,28113,4.1764e+05,2.3789e+05,85282,16109,26184,31899,26919,38627,95240,56107
6066.4,17208,8397.1,78880,34798,5.8676e+05,3.9121e+05,80765,18111,40086,33330,26199,45113,86693,52560
5356.7,17640,10872,30261,35174,2.8949e+05,3.7752e+05,31240,15073,25438,24811,25054,36501,79373,52443
11974,35407,17540,33906,19928,28115,93422,15072,11754,14910,40183,23486,30533,45988,19809
40691,49268,64020,5.1983e+05,1.397e+05,1.8859e+05,1.2319e+05,2.919e+05,16507,52165,56011,65962,1.6473e+05,1.6352e+05,29049
15468,37844,27234,2.0852e+05,75040,1.9383e+05,1.7273e+05,97386,14071,1.5293e+05,34218,52691,78325,1.7971e+05,32804
10949,52793,13123,1.9037e+05,1.3551e+05,1.0565e+05,60867,17158,22809,65429,26397,65570,61617,1.217e+05,18465
12104,39754,16786,1.9049e+05,1.1786e+05,2.2616e+05,76651,9830.2,18322,24772,58468,46841,47653,1.0078e+05,22073
21733,30343,47402,1.7594e+05,53301,1.4388e+05,1.7201e+05,17874,21393,32450,21433,31808,28235,57522,11744
