1.3234e+05,1.3653e+05,1.4464e+05,1.122e+05,1.0995e+05,1.0773e+05,1.0722e+05,1.0605e+05,1.1803e+05,1.1917e+05,1.1785e+05,1.19e+05,1.2161e+05,1.1924e+05,1.0725e+05,1.0833e+05,1.0705e+05,1.0795e+05,1.2317e+05,1.2711e+05,1.1072e+05,1.1218e+05,1.0561e+05,1.0521e+05
81255,86736,94579,61449,59203,57302,56264,55361,68428,68732,66720,70477,70300,69312,56910,54100,57273,57605,75095,76697,60035,60500,55921,55212
1.0796e+05,1.1369e+05,1.193e+05,88860,86909,84062,83868,83154,95785,96997,94581,97004,97535,96261,84334,86530,85737,85247,1.0085e+05,1.037e+05,87917,88737,83509,82794
48083,54154,59980,28099,25656,23890,23568,22653,35002,35193,34439,38403,37788,37784,24098,22652,24149,24699,40421,44282,27856,27848,22713,22041
1.0706e+06,1.0826e+06,1.0588e+06,1.0433e+06,1.0489e+06,1.0291e+06,1.0437e+06,1.044e+06,1.0566e+06,1.0794e+06,1.0495e+06,1.0468e+06,1.0579e+06,1.0473e+06,1.0284e+06,1.0643e+06,1.044e+06,1.0315e+06,1.0591e+06,1.0519e+06,1.0372e+06,1.0509e+06,1.0286e+06,1.0354e+06
2.617e+05,2.7331e+05,2.6663e+05,2.3633e+05,2.3785e+05,2.3235e+05,2.3444e+05,2.3281e+05,2.4724e+05,2.5178e+05,2.4516e+05,2.5099e+05,2.515e+05,2.5102e+05,2.3013e+05,2.3601e+05,2.3462e+05,2.3092e+05,2.5334e+05,2.5434e+05,2.3335e+05,2.3796e+05,2.2967e+05,2.3186e+05
52752,51593,50670,25125,22691,21220,19993,19653,26461,28642,30762,40940,36829,33807,21337,19508,19460,21578,35195,38416,27019,25422,18776,19042
38296,38643,34733,12333,10628,9172.6,8450.6,7928.3,14060,16164,20024,29849,23942,20515,9746.7,8056.8,8741.3,9599.1,22913,26199,12721,13200,8514.4,8003.2
46668,46516,46207,20722,18683,17126,16205,15426,22030,24610,27456,38968,32077,29035,17671,15336,15958,17920,31428,34586,20614,20950,15109,14962
33271,33049,30160,6651,5207.5,4005.4,3379.2,2810.9,9055.1,11887,13623,22826,17717,15431,4574.1,2789.8,3680.3,4692.4,15713,18547,7413,7515.6,3105.2,2537.4
37153,47508,36283,12010,13292,12896,49260,13222,46142,46390,42666,1.6695e+05,47294,50400,14244,25494,16002,11904,89003,41662,17007,34986,10647,50617
14894,29701,34383,10674,9315.8,7684.1,7114,6353.7,8814.9,10258,14359,26882,24875,21614,8401.4,6691,7524.6,8483.9,12655,25619,11682,12190,7010.9,6340.3
75838,80939,74635,61163,59696,56243,56740,56842,68716,67927,67178,80128,67554,65089,57127,57557,58521,59268,63534,68792,59089,60391,55189,56597
57157,61023,56636,40907,38148,35991,36769,36539,51769,48099,46621,61374,47586,48678,37441,37145,37967,37826,42508,48929,41109,42055,36478,35926
27839,29686,26266,9489,6818.6,5313.5,4916.1,4234.9,26281,17665,14427,29475,15870,15427,5757.9,4095.3,5400.8,6267.6,10363,17824,7881.6,8299.2,4181.6,3773.9
38198,44640,39206,23392,20668,18995,18235,17811,34614,28132,28178,39126,28248,26605,19037,17509,18311,19539,24314,32668,22562,21186,17639,16682
51379,54654,47846,33396,33109,30389,30467,30374,45950,40447,40052,54810,41137,37913,31402,30499,31500,32735,37470,42396,32276,33155,29712,29630
47857,53518,49455,30774,27595,26076,24888,24362,45036,36162,36158,48858,35499,34506,25838,24285,25342,26132,30610,41835,29718,27757,24287,23687
