1.0021,0.43182,-0.17773,-0.2631,0.4244,0.44946,-0.086995,-0.2611,0.010668,-0.28653,-0.47248,-0.38554,-0.30358,-0.41753,-0.39144,-0.27886
0.43182,1.0021,0.12095,-0.20442,0.20138,0.52868,0.10623,-0.22821,-0.073501,-0.22665,-0.46847,-0.46227,-0.31735,-0.43054,-0.46973,-0.38349
-0.17773,0.12095,1.0021,0.49346,-0.20706,0.14317,0.56103,0.37226,-0.32125,-0.24724,-0.16134,-0.19753,-0.26335,-0.23548,-0.24492,-0.19204
-0.2631,-0.20442,0.49346,1.0021,-0.24983,-0.15223,0.21161,0.60163,-0.31872,-0.28412,-0.057058,0.07175,-0.2217,-0.13058,0.018078,0.13172
0.4244,0.20138,-0.20706,-0.24983,1.0021,0.35287,-0.081274,-0.24603,-0.093451,-0.33602,-0.45101,-0.37852,-0.331,-0.41426,-0.35292,-0.27843
0.44946,0.52868,0.14317,-0.15223,0.35287,1.0021,0.42427,-0.013244,-0.16366,-0.36521,-0.56463,-0.48858,-0.32284,-0.46094,-0.48756,-0.34692
-0.086995,0.10623,0.56103,0.21161,-0.081274,0.42427,1.0021,0.50816,-0.3311,-0.32404,-0.29142,-0.258,-0.25416,-0.23506,-0.25664,-0.19632
-0.2611,-0.22821,0.37226,0.60163,-0.24603,-0.013244,0.50816,1.0021,-0.35792,-0.32681,-0.096903,0.039714,-0.20886,-0.048931,0.064732,0.13725
0.010668,-0.073501,-0.32125,-0.31872,-0.093451,-0.16366,-0.3311,-0.35792,1.0021,0.61898,-0.0005594,-0.16482,0.38225,0.0095859,-0.15608,-0.1696
-0.28653,-0.22665,-0.24724,-0.28412,-0.33602,-0.36521,-0.32404,-0.32681,0.61898,1.0021,0.41604,0.0057367,0.66137,0.34654,-0.0084244,-0.11194
-0.47248,-0.46847,-0.16134,-0.057058,-0.45101,-0.56463,-0.29142,-0.096903,-0.0005594,0.41604,1.0021,0.55092,0.31125,0.69011,0.45206,0.23726
-0.38554,-0.46227,-0.19753,0.07175,-0.37852,-0.48858,-0.258,0.039714,-0.16482,0.0057367,0.55092,1.0021,0.039547,0.3414,0.72071,0.70012
-0.30358,-0.31735,-0.26335,-0.2217,-0.331,-0.32284,-0.25416,-0.20886,0.38225,0.66137,0.31125,0.039547,1.0021,0.43286,0.079922,-0.0096143
-0.41753,-0.43054,-0.23548,-0.13058,-0.41426,-0.46094,-0.23506,-0.048931,0.0095859,0.34654,0.69011,0.3414,0.43286,1.0021,0.45446,0.14152
-0.39144,-0.46973,-0.24492,0.018078,-0.35292,-0.48756,-0.25664,0.064732,-0.15608,-0.0084244,0.45206,0.72071,0.079922,0.45446,1.0021,0.59313
-0.27886,-0.38349,-0.19204,0.13172,-0.27843,-0.34692,-0.19632,0.13725,-0.1696,-0.11194,0.23726,0.70012,-0.0096143,0.14152,0.59313,1.0021
