1,0.33304,-0.20268,-0.26489,0.65661,0.25953,-0.080669,-0.28673,0.32253,-0.22604,-0.43172,-0.42832,0.24149,0.060987,-0.33572,-0.49938
0.33304,1,0.45981,0.097391,0.1473,0.30101,0.084059,0.032329,-0.070454,-0.097638,-0.38229,-0.34333,-0.26279,-0.28886,-0.50033,-0.50457
-0.20268,0.45981,1,0.70025,-0.25303,-0.015758,0.19562,0.52011,-0.47224,-0.29816,-0.1965,0.00084571,-0.4155,-0.59979,-0.48829,-0.32818
-0.26489,0.097391,0.70025,1,-0.28838,-0.17742,0.023665,0.47224,-0.44076,-0.26219,0.0095599,0.29309,-0.28362,-0.5532,-0.41037,-0.24223
0.65661,0.1473,-0.25303,-0.28838,1,0.52139,-0.068754,-0.18916,0.1374,-0.35216,-0.48161,-0.41616,0.27755,0.086534,-0.29695,-0.44921
0.25953,0.30101,-0.015758,-0.17742,0.52139,1,0.40629,0.1786,-0.25735,-0.45718,-0.48275,-0.39739,-0.14917,-0.20899,-0.28649,-0.38297
-0.080669,0.084059,0.19562,0.023665,-0.068754,0.40629,1,0.60593,-0.47039,-0.48528,-0.34097,-0.23481,-0.27345,-0.44963,-0.23181,-0.1743
-0.28673,0.032329,0.52011,0.47224,-0.18916,0.1786,0.60593,1,-0.60633,-0.51651,-0.30553,-0.037681,-0.38808,-0.60648,-0.37753,-0.13803
0.32253,-0.070454,-0.47224,-0.44076,0.1374,-0.25735,-0.47039,-0.60633,1,0.44304,-0.025246,-0.25946,0.49126,0.72596,0.17936,-0.090047
-0.22604,-0.097638,-0.29816,-0.26219,-0.35216,-0.45718,-0.48528,-0.51651,0.44304,1,0.58951,0.15398,-0.013999,0.4217,0.47183,0.34707
-0.43172,-0.38229,-0.1965,0.0095599,-0.48161,-0.48275,-0.34097,-0.30553,-0.025246,0.58951,1,0.68372,-0.17781,0.035051,0.39732,0.50796
-0.42832,-0.34333,0.00084571,0.29309,-0.41616,-0.39739,-0.23481,-0.037681,-0.25946,0.15398,0.68372,1,-0.18726,-0.21942,0.097247,0.36905
0.24149,-0.26279,-0.4155,-0.28362,0.27755,-0.14917,-0.27345,-0.38808,0.49126,-0.013999,-0.17781,-0.18726,1,0.46719,0.02091,-0.11827
0.060987,-0.28886,-0.59979,-0.5532,0.086534,-0.20899,-0.44963,-0.60648,0.72596,0.4217,0.035051,-0.21942,0.46719,1,0.51102,0.21498
-0.33572,-0.50033,-0.48829,-0.41037,-0.29695,-0.28649,-0.23181,-0.37753,0.17936,0.47183,0.39732,0.097247,0.02091,0.51102,1,0.64883
-0.49938,-0.50457,-0.32818,-0.24223,-0.44921,-0.38297,-0.1743,-0.13803,-0.090047,0.34707,0.50796,0.36905,-0.11827,0.21498,0.64883,1
