1.0238,0.83093,0.65426,0.5334,0.49188,0.53426,0.5354,0.56298,0.83913,0.81889,0.68571,0.55293,0.52333,0.48827,0.54501,0.55523,0.6038,0.53188,0.53154,0.3951,0.54714,0.53621,0.56832,0.56407
0.83093,1.0238,0.76105,0.5105,0.49387,0.53529,0.54087,0.55355,0.68072,0.72271,0.71095,0.63915,0.65286,0.6249,0.59307,0.56095,0.51729,0.47032,0.49264,0.38539,0.59507,0.61185,0.5893,0.54968
0.65426,0.76105,1.0238,0.5133,0.49127,0.56225,0.52756,0.53252,0.54807,0.63005,0.68562,0.66671,0.64096,0.6335,0.60095,0.53661,0.47193,0.42279,0.47644,0.37641,0.54274,0.57416,0.56719,0.5213
0.5334,0.5105,0.5133,1.0238,0.80858,0.77334,0.76908,0.78656,0.62925,0.56488,0.74694,0.6656,0.63506,0.54922,0.74221,0.77984,0.7152,0.7085,0.60999,0.50829,0.66098,0.6711,0.76146,0.77025
0.49188,0.49387,0.49127,0.80858,1.0238,0.89954,0.84592,0.84991,0.59717,0.52509,0.61718,0.55846,0.66528,0.60603,0.80305,0.83726,0.73916,0.71804,0.5458,0.47856,0.6476,0.68646,0.8083,0.82056
0.53426,0.53529,0.56225,0.77334,0.89954,1.0238,0.95808,0.94329,0.64763,0.56739,0.62765,0.55885,0.68784,0.67531,0.90103,0.92987,0.79191,0.76041,0.59038,0.51943,0.71065,0.76184,0.89597,0.90482
0.5354,0.54087,0.52756,0.76908,0.84592,0.95808,1.0238,0.99073,0.65255,0.57338,0.6535,0.58099,0.69416,0.72405,0.9519,0.98263,0.80322,0.76634,0.62822,0.5707,0.77789,0.83254,0.955,0.95398
0.56298,0.55355,0.53252,0.78656,0.84991,0.94329,0.99073,1.0238,0.69251,0.6094,0.68541,0.59245,0.69767,0.71584,0.94838,1.0081,0.85883,0.81868,0.66984,0.60833,0.8247,0.8541,0.98962,0.99956
0.83913,0.68072,0.54807,0.62925,0.59717,0.64763,0.65255,0.69251,1.0238,0.79719,0.66611,0.52191,0.53603,0.49252,0.62172,0.6845,0.80048,0.74048,0.5846,0.43371,0.62076,0.59636,0.67613,0.69742
0.81889,0.72271,0.63005,0.56488,0.52509,0.56739,0.57338,0.6094,0.79719,1.0238,0.71215,0.52221,0.50282,0.52367,0.59033,0.59531,0.70871,0.65743,0.57243,0.40761,0.57564,0.55638,0.61812,0.60911
0.68571,0.71095,0.68562,0.74694,0.61718,0.62765,0.6535,0.68541,0.66611,0.71215,1.0238,0.84671,0.71853,0.62959,0.70783,0.6929,0.63982,0.64355,0.78839,0.63116,0.73708,0.72171,0.72742,0.69339
0.55293,0.63915,0.66671,0.6656,0.55846,0.55885,0.58099,0.59245,0.52191,0.52221,0.84671,1.0238,0.87133,0.70999,0.67174,0.62522,0.44436,0.43495,0.65304,0.59888,0.72301,0.7487,0.66656,0.59195
0.52333,0.65286,0.64096,0.63506,0.66528,0.68784,0.69416,0.69767,0.53603,0.50282,0.71853,0.87133,1.0238,0.88336,0.81156,0.73493,0.51153,0.49832,0.59794,0.59684,0.8391,0.89004,0.7859,0.68871
