50168,46448,39941,29654,27225,27169,26665,26823,39447,30821,41164,32378,30692,30473,28091,26237,28501,27261,29848,27575,28586,28142,27053,26365
46448,57958,45155,31589,28672,28646,28125,28037,38194,29396,44915,37083,36843,36474,30536,27482,28536,27375,30473,28901,31285,31391,28801,27536
39941,45155,61440,27121,27851,28275,27001,26749,31267,31329,42974,36914,33099,37328,30409,25759,27349,25461,29603,28051,28957,29726,27704,26060
29654,31589,27121,35358,29234,27910,27412,27320,32123,18500,37487,31103,30834,27302,27800,27234,27356,27846,28145,27704,28116,27752,27129,26772
27225,28672,27851,29234,30037,27736,26790,26565,28612,19654,34021,26419,28215,28157,27651,25990,26612,26255,25868,25997,26430,26628,26437,25923
27169,28646,28275,27910,27736,27761,26734,26361,28625,19208,33296,25466,27507,28206,27569,25791,26242,25813,25684,25851,26272,26542,26246,25702
26665,28125,27001,27412,26790,26734,26673,26183,28227,18916,32942,25286,26970,28145,27363,25669,25922,25474,25717,26113,26391,26671,26142,25581
26823,28037,26749,27320,26565,26361,26183,26140,28301,18973,33142,25008,26615,27704,27083,25545,26055,25616,25920,26335,26515,26536,26102,25577
39447,38194,31267,32123,28612,28625,28227,28301,53266,13632,37472,31364,31835,28737,27595,28335,30970,30218,30327,27300,29234,29112,27731,28209
30821,29396,31329,18500,19654,19208,18916,18973,13632,43419,25461,20800,18638,24488,21037,17520,21027,19377,22183,21089,20094,19996,19800,18337
41164,44915,42974,37487,34021,33296,32942,33142,37472,25461,60974,39179,36578,39375,36806,31623,33594,32845,38768,37972,36226,35423,34101,32638
32378,37083,36914,31103,26419,25466,25286,25008,31364,20800,39179,48054,40570,31374,26673,26376,23606,24993,31256,31482,30206,30134,25893,24656
30692,36843,33099,30834,28215,27507,26970,26615,31835,18638,36578,40570,42729,34649,28725,27711,24998,26105,29134,30660,31841,32069,27562,26125
30473,36474,37328,27302,28157,28206,28145,27704,28737,24488,39375,31374,34649,43990,32754,26008,27261,24056,29412,30935,31661,33549,29360,27058
28091,30536,30409,27800,27651,27569,27363,27083,27595,21037,36806,26673,28725,32754,30126,26116,26698,25699,27270,28317,28409,28982,27696,26452
26237,27482,25759,27234,25990,25791,25669,25545,28335,17520,31623,26376,27711,26008,26116,25792,25180,25770,25431,25920,26352,26180,25526,25118
28501,28536,27349,27356,26612,26242,25922,26055,30970,21027,33594,23606,24998,27261,26698,25180,29690,27209,26053,24814,26030,25710,26018,25864
27261,27375,25461,27846,26255,25813,25474,25616,30218,19377,32845,24993,26105,24056,25699,25770,27209,28890,25927,25226,26341,25265,25422,25283
29848,30473,29603,28145,25868,25684,25717,25920,30327,22183,38768,31256,29134,29412,27270,25431,26053,25927,38045,33096,28642,28339,26589,25656
27575,28901,28051,27704,25997,25851,26113,26335,27300,21089,37972,31482,30660,30935,28317,25920,24814,25226,33096,43472,30699,30264,27403,25956
28586,31285,28957,28116,26430,26272,26391,26515,29234,20094,36226,30206,31841,31661,28409,26352,26030,26341,28642,30699,31087,30163,27375,26138
28142,31391,29726,27752,26628,26542,26671,26536,29112,19996,35423,30134,32069,33549,28982,26180,25710,25265,28339,30264,30163,30630,27483,26093
27053,28801,27704,27129,26437,26246,26142,26102,27731,19800,34101,25893,27562,29360,27696,25526,26018,25422,26589,27403,27375,27483,26517,25675
26365,27536,26060,26772,25923,25702,25581,25577,28209,18337,32638,24656,26125,27058,26452,25118,25864,25283,25656,25956,26138,26093,25675,25334
