1.0022,0.05239,-0.090841,0.091741,-0.036673,-0.1144,-0.010019,-0.061436,-0.10584,-0.11919,-0.081181,-0.11836,-0.14258,-0.16514,-0.054146
0.05239,1.0022,0.096175,-0.051666,0.044592,-0.047433,-0.10489,-0.04287,-0.075943,-0.081274,-0.15248,-0.11684,-0.09986,-0.22055,-0.19661
-0.090841,0.096175,1.0022,-0.06738,-0.018642,0.056533,0.014154,-0.11619,-0.14251,-0.041103,-0.075449,-0.1516,-0.17655,-0.14256,-0.1897
0.091741,-0.051666,-0.06738,1.0022,0.046968,-0.11057,-0.034557,-0.045017,-0.16375,-0.18689,-0.14027,0.06992,-0.095668,-0.16874,-0.10647
-0.036673,0.044592,-0.018642,0.046968,1.0022,0.11212,0.036045,-0.15055,-0.14513,-0.14593,-0.18357,-0.13258,-0.025703,-0.16849,-0.099093
-0.1144,-0.047433,0.056533,-0.11057,0.11212,1.0022,0.33969,-0.23218,-0.21559,-0.14892,-0.12904,-0.2593,-0.1972,0.11847,-0.020586
-0.010019,-0.10489,0.014154,-0.034557,0.036045,0.33969,1.0022,-0.20609,-0.24347,-0.26081,-0.057358,-0.17336,-0.23447,-0.025603,0.25291
-0.061436,-0.04287,-0.11619,-0.045017,-0.15055,-0.23218,-0.20609,1.0022,0.084002,-0.1251,-0.1369,0.36155,0.10189,-0.099048,-0.10449
-0.10584,-0.075943,-0.14251,-0.16375,-0.14513,-0.21559,-0.24347,0.084002,1.0022,0.24987,-0.036913,-0.033868,0.16928,0.031595,-0.014252
-0.11919,-0.081274,-0.041103,-0.18689,-0.14593,-0.14892,-0.26081,-0.1251,0.24987,1.0022,0.16262,-0.18112,-0.090209,0.013727,-0.12887
-0.081181,-0.15248,-0.075449,-0.14027,-0.18357,-0.12904,-0.057358,-0.1369,-0.036913,0.16262,1.0022,-0.13404,-0.12294,-0.022312,0.036335
-0.11836,-0.11684,-0.1516,0.06992,-0.13258,-0.2593,-0.17336,0.36155,-0.033868,-0.18112,-0.13404,1.0022,0.15531,-0.10319,-0.064006
-0.14258,-0.09986,-0.17655,-0.095668,-0.025703,-0.1972,-0.23447,0.10189,0.16928,-0.090209,-0.12294,0.15531,1.0022,0.064084,-0.030877
-0.16514,-0.22055,-0.14256,-0.16874,-0.16849,0.11847,-0.025603,-0.099048,0.031595,0.013727,-0.022312,-0.10319,0.064084,1.0022,0.24702
-0.054146,-0.19661,-0.1897,-0.10647,-0.099093,-0.020586,0.25291,-0.10449,-0.014252,-0.12887,0.036335,-0.064006,-0.030877,0.24702,1.0022
