1,0.84882,0.7335,0.68432,0.64958,0.66636,0.66274,0.68184,0.85797,0.8991,0.76801,0.66298,0.63591,0.62008,0.67183,0.67507,0.72082,0.67593,0.65265,0.55534,0.66654,0.65363,0.68472,0.67567
0.84882,1,0.83356,0.66791,0.64596,0.66992,0.67466,0.68359,0.75535,0.85291,0.80727,0.74743,0.73252,0.72551,0.70549,0.6863,0.68832,0.64978,0.63632,0.56474,0.70783,0.71207,0.69998,0.6804
0.7335,0.83356,1,0.7025,0.66412,0.70405,0.68187,0.69035,0.68924,0.76143,0.79074,0.77432,0.7523,0.73375,0.72055,0.69161,0.67202,0.64291,0.64177,0.57045,0.69971,0.70918,0.7075,0.68045
0.68432,0.66791,0.7025,1,0.89224,0.87335,0.86231,0.87823,0.75611,0.78459,0.84083,0.77759,0.76268,0.73548,0.86397,0.8714,0.85545,0.83797,0.75776,0.697,0.80824,0.80785,0.87284,0.86268
0.64958,0.64596,0.66412,0.89224,1,0.94236,0.91842,0.92342,0.75465,0.76802,0.77414,0.72466,0.79003,0.768,0.90182,0.91864,0.88658,0.86061,0.73234,0.70167,0.8154,0.83292,0.90917,0.9097
0.66636,0.66992,0.70405,0.87335,0.94236,1,0.96927,0.9653,0.77905,0.79029,0.78181,0.72745,0.80117,0.80696,0.94936,0.96091,0.9119,0.88187,0.75423,0.7229,0.84752,0.87157,0.94841,0.94667
0.66274,0.67466,0.68187,0.86231,0.91842,0.96927,1,0.98419,0.78858,0.80101,0.79574,0.74602,0.80718,0.83313,0.96787,0.98709,0.92346,0.88373,0.77408,0.74885,0.87932,0.90787,0.96904,0.97569
0.68184,0.68359,0.69035,0.87823,0.92342,0.9653,0.98419,1,0.80324,0.8137,0.80826,0.74538,0.80773,0.82719,0.96733,0.99251,0.94293,0.90766,0.79226,0.7652,0.90109,0.91217,0.98463,0.9858
0.85797,0.75535,0.68924,0.75611,0.75465,0.77905,0.78858,0.80324,1,0.92752,0.78574,0.6849,0.67955,0.67889,0.7704,0.79904,0.86344,0.8126,0.72159,0.62765,0.7527,0.7422,0.79411,0.80529
0.8991,0.85291,0.76143,0.78459,0.76802,0.79029,0.80101,0.8137,0.92752,1,0.88156,0.75417,0.72865,0.71581,0.79173,0.81293,0.86867,0.83751,0.76248,0.65659,0.78302,0.77173,0.81047,0.81707
0.76801,0.80727,0.79074,0.84083,0.77414,0.78181,0.79574,0.80826,0.78574,0.88156,1,0.89827,0.80856,0.76576,0.81338,0.81247,0.80685,0.78527,0.84315,0.74599,0.81755,0.81389,0.82179,0.81095
0.66298,0.74743,0.77432,0.77759,0.72466,0.72745,0.74602,0.74538,0.6849,0.75417,0.89827,1,0.89281,0.8284,0.79391,0.76036,0.69101,0.6518,0.7554,0.74161,0.80558,0.83358,0.77824,0.75068
0.63591,0.73252,0.7523,0.76268,0.79003,0.80117,0.80718,0.80773,0.67955,0.72865,0.80856,0.89281,1,0.94239,0.88225,0.82286,0.73258,0.69819,0.71843,0.74679,0.88598,0.92124,0.85259,0.80089
0.62008,0.72551,0.73375,0.73548,0.768,0.80696,0.83313,0.82719,0.67889,0.71581,0.76576,0.8284,0.94239,1,0.91714,0.84601,0.7435,0.70673,0.70222,0.72653,0.89527,0.94788,0.87446,0.81952
