1.02,0.63763,0.63634,0.39896,0.50584,0.39391,0.27549,0.54886,0.63894,0.52959,0.44406,0.46401,0.49262,0.46842,0.44831
0.63763,1.02,0.48627,0.41587,0.49675,0.37177,0.26092,0.42968,0.60742,0.53327,0.48573,0.49427,0.42722,0.43506,0.37339
0.63634,0.48627,1.02,0.40047,0.53384,0.35865,0.25987,0.49911,0.58778,0.48641,0.35992,0.43706,0.41729,0.42205,0.40145
0.39896,0.41587,0.40047,1.02,0.68231,0.51862,0.30311,0.35767,0.44195,0.46682,0.40747,0.4104,0.37036,0.35265,0.37841
0.50584,0.49675,0.53384,0.68231,1.02,0.64832,0.35996,0.40892,0.58726,0.55435,0.5059,0.51224,0.45395,0.46622,0.4714
0.39391,0.37177,0.35865,0.51862,0.64832,1.02,0.40163,0.35243,0.44845,0.44413,0.40991,0.41408,0.3575,0.37481,0.374
0.27549,0.26092,0.25987,0.30311,0.35996,0.40163,1.02,0.24929,0.2909,0.28792,0.23915,0.24459,0.18805,0.21614,0.25497
0.54886,0.42968,0.49911,0.35767,0.40892,0.35243,0.24929,1.02,0.48547,0.47845,0.43964,0.37411,0.44093,0.38234,0.4119
0.63894,0.60742,0.58778,0.44195,0.58726,0.44845,0.2909,0.48547,1.02,0.76125,0.55847,0.70701,0.56926,0.64697,0.41021
0.52959,0.53327,0.48641,0.46682,0.55435,0.44413,0.28792,0.47845,0.76125,1.02,0.59721,0.62488,0.54584,0.57175,0.3441
0.44406,0.48573,0.35992,0.40747,0.5059,0.40991,0.23915,0.43964,0.55847,0.59721,1.02,0.50984,0.48941,0.44725,0.34471
0.46401,0.49427,0.43706,0.4104,0.51224,0.41408,0.24459,0.37411,0.70701,0.62488,0.50984,1.02,0.58261,0.65233,0.28302
0.49262,0.42722,0.41729,0.37036,0.45395,0.3575,0.18805,0.44093,0.56926,0.54584,0.48941,0.58261,1.02,0.69216,0.26832
0.46842,0.43506,0.42205,0.35265,0.46622,0.37481,0.21614,0.38234,0.64697,0.57175,0.44725,0.65233,0.69216,1.02,0.3147
0.44831,0.37339,0.40145,0.37841,0.4714,0.374,0.25497,0.4119,0.41021,0.3441,0.34471,0.28302,0.26832,0.3147,1.02
