-0.3709,0.36312,-0.16006,-0.14952,0.2995,0.084942,0.053079,0.076759,-0.22127,0.40392,-0.26858,0.26534,0.27441,-0.00953,0.33398,0.44524,-0.23915,0.31087,-0.099919,0.10214,0.40621,0.23208,0.18126,0.41409
-0.24932,-0.1129,0.022777,0.4499,0.37153,-0.019087,-0.028251,-0.49396,-0.35455,-0.15774,0.40008,0.34035,0.22083,0.22405,-0.42228,-0.1468,-0.22904,-0.14512,0.48821,0.15903,-0.28545,-0.40422,-0.076472,0.2678
0.18552,-0.000968,-0.24206,0.25948,-0.34783,0.1281,-0.21886,-0.21589,-0.49921,-0.28895,-0.23926,0.45688,0.18333,0.36184,0.36784,0.24138,0.0095927,-0.32054,0.23862,0.43672,0.43973,0.37597,0.065066,0.44709
0.14218,0.49445,0.098962,-0.046793,0.1698,-0.050101,-0.16119,0.35668,-0.32225,0.31615,0.37499,-0.11291,0.27091,-0.23356,-0.32196,-0.35847,0.4118,0.3708,-0.048007,-0.37316,0.36447,-0.26986,0.33514,-0.16651
0.28404,0.13647,-0.077207,0.2382,-0.17962,0.054229,-0.19876,0.13358,-0.22211,0.31688,0.25597,-0.4772,-0.23622,0.0066237,0.24305,0.42292,0.066175,0.44002,-0.27291,-0.14763,-0.48458,-0.33098,-0.066983,-0.00080533
-0.43086,0.13734,-0.16881,-0.1149,0.45923,-0.094585,0.048557,0.47754,-0.1778,-0.26205,0.15207,0.32234,0.43976,-0.29634,0.45048,0.23625,-0.098056,-0.011803,-0.15401,-0.081464,0.4392,0.48673,-0.39057,-0.15028
-0.14759,-0.36829,0.12496,0.07721,-0.13643,-0.021853,-0.29492,-0.20743,-0.48082,0.047532,-0.15004,0.26012,-0.058858,-0.23328,0.43923,-0.39651,-0.21238,0.056006,0.48859,-0.1704,-0.48326,-0.44768,0.27127,-0.45041
-0.28327,-0.49743,0.41083,0.43831,0.012814,0.053004,0.34549,0.2712,0.2203,0.41395,-0.32127,-0.035133,-0.093908,0.36157,0.36544,0.070858,-0.009205,-0.44559,-0.035292,-0.46871,0.39244,0.44738,0.28617,0.3612
-0.10856,0.47263,0.42542,0.46897,-0.32781,-0.37134,-0.027755,0.078169,0.2144,-0.40364,0.47477,0.14187,0.093237,0.0072353,0.36781,-0.086544,0.081934,0.078712,0.16297,-0.032729,0.21431,0.29361,-0.47808,-0.27866
0.32992,0.38562,-0.34192,0.35435,-0.13918,-0.12839,-0.34294,0.13643,0.12052,0.39031,-0.38147,-0.47072,-0.24068,-0.33675,0.44567,-0.49279,0.089227,0.48211,0.19992,-0.046854,0.16412,-0.028927,-0.002036,0.10393
-0.031043,-0.44953,0.22041,-0.1104,-0.040409,0.38279,0.26873,-0.15999,0.21915,0.42787,0.39737,-0.21385,0.02173,0.33501,-0.47512,-0.31327,0.28767,0.35897,0.36162,0.41153,-0.42263,0.0050193,0.45644,0.061846
-0.010363,0.10768,0.38122,0.36149,0.28348,0.09115,-0.41924,-0.21154,-0.23123,0.31554,0.00246,-0.091176,0.030955,-0.32713,0.2342,0.24086,-0.0016563,0.29845,0.45818,-0.41347,-0.18604,-0.36359,0.11484,0.41307
